,Name,Platform,User_Scoree
3478,Sid Meier's Pirates!,XB,6.7
3479,Tiger Woods PGA Tour 06,PSP,7.9
3480,Dungeon Siege II,PC,7.7
3481,SSX On Tour,GC,7.6
3482,"Codename: Panzers, Phase Two",PC,7.7
3483,Mega Man Anniversary Collection,XB,8
3484,Peter Jackson's King Kong: The Official Game of the Movie,X360,7.6
3485,X-Men Legends II: Rise of Apocalypse,PC,8.3
3486,FIFA Soccer 06,XB,7.5
3487,FATE,PC,7.7
3488,MX vs. ATV Unleashed,XB,8.3
3489,Dragonshard,PC,7.4
3490,Day of Defeat: Source,PC,9.1
3491,Karaoke Revolution Party,GC,tbd
3492,NBA Live 06,PSP,7.6
3493,Battlefield 2: Modern Combat,PS2,8.4
3494,FIFA Soccer 06,PS2,7.8
3495,SSX On Tour,PS2,8
3496,FIFA Soccer 06,GC,8.2
3497,MLB,PSP,7.9
3498,Battlefield 2: Modern Combat,XB,8.2
3499,Need for Speed Most Wanted,GC,8.7
3500,SoulCalibur VI,PC,5.6
3501,Dragon's Crown Pro,PS4,7.8
3502,Octahedron,PS4,6.1
3503,Monster Hunter Generations Ultimate,NS,8.3
3504,Rogue Aces,NS,7.2
3505,The Room,NS,8
3506,Shin Megami Tensei: Strange Journey Redux,3DS,3.5
3507,Street Fighter: 30th Anniversary Collection,XOne,7.7
3508,Madden NFL 19,PS4,2.4
3509,Mega Man X Legacy Collection 1 + 2,NS,8.2
3510,NHL 19,PS4,5.7
3511,The Adventure Pals,XOne,7.6
3512,The Golf Club 2019 featuring PGA Tour,XOne,7.4
3513,Pac-Man Championship Edition 2 Plus,NS,7.8
3514,Lumines Remastered,PS4,7.5
3515,Semblance,PC,6.4
3516,Battle Chasers: Nightwar,NS,7.9
3517,The Banner Saga 3,PS4,6.8
3518,Mega Man 11,NS,8.6
3519,Layers of Fear: Legacy,NS,7.5
3520,World of Warcraft: Battle for Azeroth,PC,3.1
3521,Firewall Zero Hour,PS4,8.7
3522,Labyrinth of Refrain: Coven of Dusk,NS,7.7
3523,Slayaway Camp: Butcher's Cut,NS,7.7
3524,Detention,NS,7.8
3525,Space Invaders Extreme,PC,tbd
3526,Fire Pro Wrestling World,PS4,6.5
3527,A Way Out,XOne,7.6
3528,Youropa,PC,6.6
3529,For the King,PC,7.1
3530,Mega Man Legacy Collection + Mega Man Legacy Collection 2,NS,7.8
3531,Skies of Fury DX,NS,6.9
3532,Little Nightmares: Complete Edition,NS,8.4
3533,FAR: Lone Sails,PC,7.5
3534,Subsurface Circular,NS,7.5
3535,Minit,PC,7.2
3536,Runbow,NS,8.1
3537,Death Road to Canada,NS,7.3
3538,Life is Strange 2: Episode 1 - Roads,PC,5.9
3539,Archangel: Hellfire,PC,8.4
3540,Crash Bandicoot N. Sane Trilogy,XOne,7
3541,The Gardens Between,NS,7.7
3542,The Awesome Adventures of Captain Spirit,PC,7.5
3543,Life is Strange 2: Episode 1 - Roads,XOne,4.5
3544,Unforeseen Incidents,PC,7.4
3545,FRAMED Collection,NS,8
3546,Joe Dever's Lone Wolf,NS,7.6
3547,Bleed 2,NS,7.6
3548,Microsoft Train Simulator,PC,8
3549,Outlast 2,NS,7.4
3550,Pit People,XOne,7.3
3551,Pro Evolution Soccer 2019,PS4,7
3552,Steredenn: Binary Stars,NS,8
3553,Burnout Paradise Remastered,XOne,6.6
3554,Bleed 2,PS4,6.5
3555,Captain Toad: Treasure Tracker,3DS,7.3
3556,Wolfenstein II: The New Colossus,NS,8
3557,BlazBlue: Cross Tag Battle,NS,7.5
3558,Sid Meier's Civilization VI: Rise and Fall,PC,6.3
3559,Rayman Advance,GBA,8.4
3560,Poseidon,PC,8.1
3561,Escape from Monkey Island,PS2,8.2
3562,Spy Hunter,PS2,8
3563,Resident Evil Code: Veronica X,PS2,8.5
3564,ChuChu Rocket!,GBA,8.7
3565,EverQuest: The Shadows of Luclin,PC,7.2
3566,The Typing of the Dead,DC,7.8
3567,Tacoma,PS4,6.1
3568,La-Mulana 2,PC,7.5
3569,Detroit: Become Human,PS4,8.7
3570,EVERSPACE,PS4,5.9
3571,A Way Out,PS4,8
3572,BattleTech,PC,7
3573,Death Road to Canada,PS4,5.9
3574,Colin McRae Rally 2.0,PC,8.5
3575,XGIII: Extreme G Racing,GC,7.8
3576,F1 2001,XB,5.5
3577,Independence War 2: Edge of Chaos,PC,8
3578,Myst III: Exile,PC,7.9
3579,Frequency,PS2,8.6
3580,F1 2001,PS2,8.4
3581,Capitalism II,PC,8.8
3582,Rally Trophy,PC,7.4
3583,Leap of Fate,PC,7.5
3584,Bridge Constructor Portal,PS4,3.7
3585,Forgotton Anne,PS4,7.2
3586,Musynx,NS,8
3587,Runner3,PC,tbd
3588,Transference,PC,6.3
3589,The Persistence,PS4,8
3590,Capcom Beat 'Em Up Bundle,NS,7.8
3591,Mothergunship,PS4,4.9
3592,Unravel Two,PC,5.9
3593,Sairento VR,PC,7.6
3594,A Way Out,PC,7.5
3595,GT Advance Championship Racing,GBA,tbd
3596,Ring of Red,PS2,8.1
3597,FIFA Soccer 2002,PS2,6.3
3598,Crazy Taxi 2,DC,8.2
3599,Fallout Tactics: Brotherhood of Steel,PC,7.7
3600,Battle Realms,PC,8.5
3601,NASCAR Thunder 2002,XB,tbd
3602,ATV Offroad Fury,PS2,8.3
3603,Final Fight One,GBA,7.9
3604,Doom,GBA,8.4
3605,Tyranny,PC,7.8
3606,Football Manager 2017,PC,5.1
3607,King's Quest Chapter 3: Once Upon a Climb,XOne,5.7
3608,BoxBoxBoy!,3DS,7.9
3609,Overcooked!,XOne,6.7
3610,Virginia,XOne,6.1
3611,Oxenfree,PC,7.7
3612,Tokyo Mirage Sessions #FE,WiiU,6.3
3613,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PC,7.2
3614,Pit People,PC,7.5
3615,Q.U.B.E. 2,XOne,7.6
3616,Brass Tactics,PC,tbd
3617,Under Night In-Birth Exe:Late[st],PS4,7.6
3618,The Missing: JJ Macfield and the Island of Memories,PC,6.9
3619,Immortal Redneck,XOne,7.7
3620,ATOMIK: RunGunJumpGun,NS,7.7
3621,Cosmic Star Heroine,NS,7.9
3622,NASCAR Heat 2002,PS2,tbd
3623,FIFA Soccer 2002,GC,8
3624,Time Crisis II,PS2,7.9
3625,Gothic,PC,8.7
3626,Arcanum: Of Steamworks and Magick Obscura,PC,8.7
3627,Stronghold,PC,8.9
3628,Rails Across America,PC,7
3629,Empire Earth,PC,8.3
3630,FIFA Soccer 2002,PS,5
3631,Ooga Booga,DC,8.5
3632,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,8.4
3633,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PS4,7
3634,Prison Architect,PS4,7.1
3635,BioShock: The Collection,PC,6.8
3636,Samorost 3,PC,7.9
3637,Hyper Light Drifter,PS4,7.6
3638,Score Rush Extended,PS4,7.5
3639,Ghost 1.0,PC,7.5
3640,The Turing Test,XOne,7.7
3641,Tom Clancy's The Division,XOne,6.9
3642,WarioWare Gold,3DS,8.4
3643,CastleStorm,NS,tbd
3644,Bridge Constructor Portal,XOne,5.4
3645,The Awesome Adventures of Captain Spirit,XOne,8
3646,Far Cry 5,PC,5.9
3647,Hyrule Warriors: Definitive Edition,NS,8.1
3648,Crash Bandicoot N. Sane Trilogy,NS,8.5
3649,XGIII: Extreme G Racing,PS2,8.2
3650,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,8
3651,Dave Mirra Freestyle BMX 2,PS2,8.5
3652,Knockout Kings 2001,PS2,tbd
3653,Soul Reaver 2,PS2,8.5
3654,Ecks vs. Sever,GBA,8
3655,Tom Clancy's Ghost Recon,PC,8
3656,Conquest: Frontier Wars,PC,8.5
3657,Bomberman Online,DC,8.3
3658,Project Justice,DC,8.7
3659,Candle,PC,7.7
3660,1979 Revolution: Black Friday,PC,7.7
3661,Pinball FX2 VR,PS4,6.7
3662,Cities: Skylines - Natural Disasters,PC,6.1
3663,Tom Clancy's The Division,PS4,7
3664,Downwell,PS4,7.2
3665,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PS4,6.6
3666,Gravity Rush Remastered,PS4,8.2
3667,World of Tanks,PS4,5.7
3668,Legendary Gary,PC,tbd
3669,Regalia: Of Men and Monarchs - Royal Edition,XOne,tbd
3670,Railway Empire,XOne,7
3671,Tower of Time,PC,7.6
3672,Horizon Chase Turbo,PS4,7.6
3673,No Man's Sky,XOne,7.9
3674,Nintendo Labo: Toycon 01 Variety Kit,NS,6.9
3675,Bloodstained: Curse of the Moon,PC,7.3
3676,EA Sports UFC 3,XOne,5.5
3677,MDK 2: Armageddon,PS2,8.5
3678,Asheron's Call Dark Majesty,PC,7.3
3679,Mat Hoffman's Pro BMX,PS,8.8
3680,Fire Pro Wrestling,GBA,tbd
3681,Spider-Man,DC,8
3682,Max Payne,PS2,8.4
3683,Oddworld: Munch's Oddysee,XB,8.6
3684,The Corporate Machine,PC,7.5
3685,MechCommander 2,PC,8.2
3686,World of Van Helsing: Deathtrap,XOne,6.9
3687,Skylanders Imaginators,PS4,5.3
3688,Fractured Space,PC,7.6
3689,Steredenn,XOne,6.1
3690,Shantae and the Pirate's Curse,XOne,8.1
3691,Oxenfree,PS4,7.7
3692,Jotun: Valhalla Edition,WiiU,6.4
3693,The Banner Saga,PS4,7.7
3694,Zen Pinball 2: Bethesda Pinball,PS4,tbd
3695,Fallout 4: Far Harbor,PC,6.6
3696,King's Quest Chapter 3: Once Upon a Climb,PS4,6.9
3697,Goetia,PC,7.6
3698,Dark Cloud,PS2,8.1
3699,Waterloo: Napoleon's Last Battle,PC,7.5
3700,Wave Race: Blue Storm,GC,8.3
3701,Phantasy Star Online Ver. 2,DC,8.6
3702,Hostile Waters: Antaeus Rising,PC,7.6
3703,Crazy Taxi,PS2,7.8
3704,F1 2001,PC,6.9
3705,NFL Fever 2002,XB,8.3
3706,Dying Light: The Following,PC,8.2
3707,Tom Clancy's The Division,PC,6
3708,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,8.1
3709,Kelvin and the Infamous Machine,PC,7.2
3710,Hitman - Episode 2: Sapienza,XOne,6.6
3711,SMITE,PS4,6.9
3712,Pillars of Eternity: The White March - Part 2,PC,7.1
3713,Trackmania Turbo,PC,7
3714,The King of Fighters XIV,PS4,8.2
3715,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,PSV,8
3716,Kohan: Ahriman's Gift,PC,8.7
3717,Pac-Man Collection,GBA,7.7
3718,Emperor: Battle for Dune,PC,8.2
3719,Rowan's Battle of Britain,PC,tbd
3720,Giants: Citizen Kabuto,PS2,6.9
3721,Jumpgate: The Reconstruction Initiative,PC,tbd
3722,Aqua Aqua,PS2,tbd
3723,Shattered Galaxy,PC,7.9
3724,Namco Museum,GBA,7.3
3725,NHL Hitz 20-02,GC,8.6
3726,Worms World Party,DC,8.1
3727,Guilty Gear X,PS2,7.8
3728,Hitman - Episode 3: Marrakesh,PC,5.7
3729,Pac-Man 256,PS4,7.1
3730,Alienation,PS4,7.8
3731,Anarcute,PC,7.6
3732,Homeworld: Deserts of Kharak,PC,8
3733,Hue,PC,7.6
3734,The Metronomicon,PC,7.1
3735,Mantis Burn Racing,XOne,7.4
3736,EA Sports UFC 2,PS4,5.7
3737,Noitu Love: Devolution,WiiU,7.2
3738,NHL Hitz 20-02,XB,8.7
3739,Super Dodge Ball Advance,GBA,tbd
3740,Breath of Fire,GBA,7.5
3741,Burnout,PS2,7.8
3742,Mega Man Battle Network,GBA,8.3
3743,Dynasty Warriors 3,PS2,8.8
3744,Shadow of Destiny,PS2,8.4
3745,Gradius Galaxies,GBA,tbd
3746,Tales of Destiny II,PS,8.4
3747,NASCAR Heat 2002,XB,tbd
3748,MechWarrior 4: Black Knight Expansion,PC,7.1
3749,Shadow Warrior 2,PC,8.2
3750,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,XOne,6.3
3751,This War of Mine: The Little Ones,XOne,7.8
3752,Xanadu Next,PC,7.5
3753,Obliteracers,PC,7.7
3754,Layers of Fear,XOne,7.2
3755,DeathSmiles,PC,7
3756,NHL 17,PS4,5.6
3757,The Sims 4: City Living,PC,5.8
3758,Stellaris,PC,8
3759,King's Quest Chapter 5: The Good Knight,PS4,5.1
3760,Cool Boarders 2001,PS2,7
3761,The Adventures of Cookie & Cream,PS2,7.3
3762,Star Trek Starfleet Command: Orion Pirates,PC,7.6
3763,NCAA College Football 2K2,DC,8.2
3764,Pokemon Stadium 2,N64,8.4
3765,NBA Live 2001,PC,7.2
3766,Red Faction,PC,8.1
3767,Dragon Warrior VII,PS,8.4
3768,NHL Hitz 20-02,PS2,7.6
3769,Konami Krazy Racers,GBA,tbd
3770,Summoner,PC,7.6
3771,Luigi's Mansion,GC,8.5
3772,Hatsune Miku: Project Diva X,PS4,7.3
3773,Overcooked!,PS4,7.7
3774,Grand Kingdom,PS4,7.6
3775,Wuppo,PC,8.4
3776,Zero Escape: Zero Time Dilemma,PC,8.2
3777,Skylanders Imaginators,XOne,5.5
3778,LEGO Star Wars: The Force Awakens,PS4,7.6
3779,Dungeon of the Endless,XOne,5.7
3780,Unravel,PS4,8.1
3781,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,XOne,6.2
3782,"That Dragon, Cancer",PC,6.1
3783,Heavy Rain & Beyond: Two Souls Collection,PS4,8.2
3784,RIGS: Mechanized Combat League,PS4,7.6
3785,Heavy Rain,PS4,7.9
3786,Fallout 4: Far Harbor,XOne,6.4
3787,Worms W.M.D,PS4,7.1
3788,Amnesia Collection,PS4,7.3
3789,The Banner Saga 2,PS4,7.5
3790,Melty Blood: Actress Again Current Code,PC,7.8
3791,Offworld Trading Company,PC,7.3
3792,This War of Mine: The Little Ones,PS4,7.5
3793,Oxenfree,XOne,7.3
3794,Hue,XOne,7.2
3795,ABZU,PS4,7.6
3796,Toki Tori 2 +,PS4,5.6
3797,Call of Duty: Infinite Warfare,XOne,3.5
3798,Ironcast,XOne,tbd
3799,The Count Lucanor,PC,7.7
3800,Resident Evil: Revelations,WiiU,7.6
3801,Thomas Was Alone,PS3,6.7
3802,Forza Motorsport 5,XOne,6
3803,Dishonored: The Knife of Dunwall,X360,7.6
3804,Euro Truck Simulator 2,PC,8.7
3805,Monster Hunter 3 Ultimate,3DS,8
3806,Skylanders Swap Force,PS4,5.2
3807,Payday 2,PC,3.6
3808,Stick it to the Man!,PS3,7.6
3809,Sang-Froid: Tales of Werewolves,PC,7.7
3810,Edge,WiiU,7.5
3811,CastleStorm,X360,6.8
3812,Call of Juarez: Gunslinger,PC,8.2
3813,Just Dance 2014,X360,7.8
3814,Memoria,PC,8.1
3815,Battlefield 4,X360,5.7
3816,Race the Sun,PC,7.3
3817,Stick it to the Man!,PC,7.3
3818,Gears of War: Judgment,X360,5.6
3819,Don't Starve,PC,8.3
3820,TrackMania 2 Valley,PC,7.7
3821,State of Decay,PC,6.9
3822,F1 2013,X360,6.8
3823,CastleStorm,PSV,7.4
3824,The Walking Dead: Season Two Episode 1 - All That Remains,PC,8.5
3825,Muramasa Rebirth,PSV,8.4
3826,DeadCore,PC,6.8
3827,Teleglitch: Die More Edition,PC,7
3828,LEGO Marvel Super Heroes,PC,8.1
3829,The Walking Dead: 400 Days,PS3,7.6
3830,Tales of Xillia,PS3,8.6
3831,Mario and Donkey Kong: Minis on the Move,3DS,7.5
3832,Stealth Inc: A Clone in the Dark,PSV,8
3833,Final Fantasy XIV Online: A Realm Reborn,PS3,5.7
3834,Dead Space 3,PC,6.1
3835,The Wonderful 101,WiiU,8.6
3836,Killzone: Mercenary,PSV,8.9
3837,Baldur's Gate II: Enhanced Edition,PC,7.3
3838,State of Decay,X360,7.2
3839,Call of Duty: Ghosts,XOne,4.3
3840,Charlie Murder,X360,6.7
3841,Call of Duty: Ghosts,PS4,3.8
3842,Rune Factory 4,3DS,8.1
3843,Thomas Was Alone,PSV,6.7
3844,GRID 2,X360,5.7
3845,Samurai Gunn,PC,7.5
3846,The Walking Dead: 400 Days,PC,7.6
3847,Dead Rising 3,XOne,6.9
3848,Ibb & Obb,PS3,7.9
3849,Pro Evolution Soccer 2014,PS3,4
3850,Dead Space 3,X360,6.4
3851,Injustice: Gods Among Us,PS3,7.9
3852,Battlefield 3: End Game,PC,7.3
3853,Kokuga,3DS,7.5
3854,Kingdom Hearts HD 1.5 ReMIX,PS3,8.7
3855,Proteus,PSV,6.3
3856,Sanctum 2,X360,4.9
3857,Dead or Alive 5 Ultimate,PS3,8.1
3858,F1 2013,PC,6.4
3859,Expeditions: Conquistador,PC,8.1
3860,RUSH,WiiU,7.5
3861,LEGO Batman 2: DC Super Heroes,WiiU,7.3
3862,Crysis 3,PS3,6.4
3863,Element4l,PC,7.7
3864,Anomaly 2,PC,7.7
3865,Dungeons & Dragons: Chronicles of Mystara,X360,5.8
3866,Teslagrad,PC,7.7
3867,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,7.9
3868,Super Little Acorns 3D Turbo,3DS,7
3869,Eldritch,PC,6.8
3870,Sanctum 2,PC,7.6
3871,Magic: Duels of the Planeswalkers 2014,PC,6.1
3872,Ace Combat Assault Horizon: Enhanced Edition,PC,5.9
3873,Resident Evil: Revelations,PC,7.1
3874,Angry Video Game Nerd Adventures,PC,7.6
3875,Soul Sacrifice,PSV,8.2
3876,Dragon's Crown,PSV,8.4
3877,NCAA Football 14,X360,5.9
3878,Crusader Kings II: Sons of Abraham,PC,7.6
3879,Dragon's Dogma: Dark Arisen,X360,8
3880,F1 2013,PS3,6.4
3881,Tiger Woods PGA Tour 14,X360,6.2
3882,Cognition: An Erica Reed Thriller Episode 3 - The Oracle,PC,7.5
3883,Risk of Rain,PC,8.2
3884,Dungeons & Dragons: Chronicles of Mystara,WiiU,7.8
3885,Peggle 2,XOne,7.2
3886,Attack of the Friday Monsters! A Tokyo Tale,3DS,7.6
3887,New Super Luigi U,WiiU,7.9
3888,NCAA Football 14,PS3,6.3
3889,Crysis 3,X360,6.8
3890,Toki Tori 2 +,PC,7.6
3891,Knytt Underground,WiiU,7.6
3892,SteamWorld Dig,PC,7.3
3893,The Bridge,X360,7.4
3894,Toki Tori 2,WiiU,7.4
3895,Saints Row IV,PS3,6.3
3896,Crysis 3,PC,6.6
3897,Total War: Rome II,PC,4.2
3898,SoulCalibur II HD Online,X360,7.7
3899,Call of Juarez: Gunslinger,X360,8.2
3900,The Sly Collection,PSV,7.8
3901,The Walking Dead: Season Two Episode 3 - In Harm's Way,PS3,8.3
3902,Danganronpa: Trigger Happy Havoc,PSV,8.2
3903,Tales From The Borderlands: Episode 1 - Zer0 Sum,PS4,7.9
3904,Icewind Dale: Enhanced Edition,PC,7.2
3905,Far Cry 4,PC,6.8
3906,Super Time Force Ultra,PC,6.5
3907,Star Wars Pinball: Heroes Within,PS4,5.2
3908,Luftrausers,PC,6.8
3909,The Walking Dead: Season Two Episode 2 - A House Divided,X360,8.3
3910,Kirby: Triple Deluxe,3DS,8.7
3911,Age of Wonders III,PC,8
3912,inFamous: Second Son,PS4,8
3913,Madden NFL 15,XOne,6.3
3914,Atelier Rorona Plus: The Alchemist of Arland,PS3,8.1
3915,Football Manager 2015,PC,6.1
3916,Dark Souls II: Crown of the Sunken King,X360,8.1
3917,BioShock Infinite: Burial at Sea - Episode Two,PC,8.5
3918,ArcheAge,PC,3.7
3919,Pushmo World,WiiU,8
3920,Wolfenstein: The New Order,PS4,8.1
3921,Dungeon of the Endless,PC,7.7
3922,The Evil Within,XOne,7.3
3923,Valiant Hearts: The Great War,PC,8.6
3924,Geometry Wars 3: Dimensions,PC,6.2
3925,LittleBigPlanet 3,PS4,7.2
3926,Alien: Isolation,PS4,8.2
3927,Professor Layton VS Phoenix Wright Ace Attorney,3DS,8.2
3928,Trials Fusion,PS4,7.1
3929,Resident Evil 4: Ultimate HD Edition,PC,8.1
3930,OlliOlli,PSV,8
3931,The Last Door,PC,7.6
3932,Teslagrad,WiiU,8.1
3933,Wolfenstein: The New Order,XOne,7.8
3934,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,7.5
3935,Pro Evolution Soccer 2015,XOne,7
3936,Scram Kitty and His Buddy on Rails,WiiU,7.7
3937,Atelier Rorona Plus: The Alchemist of Arland,PSV,7.9
3938,Dark Souls II: Crown of the Old Iron King,PC,7.6
3939,DG2: Defense Grid 2,XOne,7
3940,The Journey Down: Chapter Two,PC,7.1
3941,Alien: Isolation,XOne,7.9
3942,The Walking Dead: Season Two Episode 5 - No Going Back,PC,8.5
3943,Call of Duty: Advanced Warfare,PC,4.6
3944,1001 Spikes,PS4,6.6
3945,Hatsune Miku: Project Diva F 2nd,PS3,8.8
3946,Swords & Soldiers HD,WiiU,6.4
3947,LISA,PC,8.7
3948,OlliOlli,PC,6.7
3949,Strider,PC,7.5
3950,Mario Golf: World Tour,3DS,8.1
3951,Don't Starve: Console Edition,PS4,7.1
3952,Watch Dogs,XOne,5.9
3953,So Many Me,PC,7.1
3954,Skylanders Trap Team,XOne,7.1
3955,GRID Autosport,PC,6.3
3956,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PC,8.1
3957,Hearthstone: Curse of Naxxramas,PC,6.5
3958,Skylanders Trap Team,PS4,5.5
3959,Plants vs Zombies: Garden Warfare,PC,7.7
3960,Wargame: Red Dragon,PC,7.9
3961,Inazuma Eleven,3DS,7.7
3962,Joe Dever's Lone Wolf HD Remastered,PC,6.9
3963,Five Nights at Freddy's,PC,7.1
3964,Outlast,PS4,7.8
3965,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PS3,7.8
3966,Game of Thrones: Episode One - Iron From Ice,PS4,7.3
3967,Sherlock Holmes: Crimes & Punishments,PC,7.7
3968,Tales of Symphonia Chronicles,PS3,8.4
3969,Valiant Hearts: The Great War,PS4,8.3
3970,Mini Metro,PC,7.7
3971,The Incredible Adventures of Van Helsing II,PC,7.6
3972,Azure Striker Gunvolt,3DS,8.1
3973,World of Tanks: Xbox 360 Edition,X360,6.7
3974,Surge Deluxe,PSV,7
3975,NEO Scavenger,PC,7.7
3976,Child of Light,PC,8.1
3977,Watch Dogs,PC,4.8
3978,Tappingo 2,3DS,7.4
3979,Fantasia: Music Evolved,XOne,7.5
3980,The Wolf Among Us: Episode 3 - A Crooked Mile,X360,8.2
3981,Borderlands: The Pre-Sequel,PS3,6.3
3982,Strider,PS4,7.1
3983,Sleeping Dogs: Definitive Edition,PS4,7.3
3984,The Keep,3DS,7.9
3985,Warriors Orochi 3 Ultimate,PS4,6.6
3986,Tetrobot and Co.,WiiU,8.5
3987,DG2: Defense Grid 2,PS4,7.3
3988,D4: Dark Dreams Don't Die,XOne,7.2
3989,War Thunder,PS4,6
3990,Destiny,PS4,6.1
3991,Strider,X360,7.5
3992,Chariot,PS4,7.2
3993,GoD Factory: Wingmen,PC,6.6
3994,Escape Goat 2,PC,7.5
3995,Pokemon Art Academy,3DS,7.3
3996,Strider,XOne,7
3997,Race the Sun,PS4,6.1
3998,The Fall,PC,7.2
3999,Plants vs Zombies: Garden Warfare,XOne,7.5
4000,A Boy and His Blob,Wii,8.6
4001,Zero D Beat Drop,X360,tbd
4002,ZEN Pinball,PS3,8.3
4003,Bit.Trip Beat,Wii,8.4
4004,Men of War,PC,8
4005,Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,PC,8.1
4006,SoulCalibur: Broken Destiny,PSP,6.3
4007,Sins of a Solar Empire: Entrenchment,PC,7.5
4008,Beaterator,PSP,7.8
4009,The Bigs 2,PS3,7.6
4010,NBA Live 10,X360,7.7
4011,Tony Hawk's Underground 2,PS2,8.6
4012,Pro Evolution Soccer 2012,PS3,6.7
4013,Bit.Trip Core,Wii,8.1
4014,Sonic's Ultimate Genesis Collection,PS3,8.6
4015,Fallout 3: Point Lookout,PC,7.7
4016,Rock Band Unplugged,PSP,8.6
4017,The Path,PC,7
4018,Bookworm Adventures: Volume 2,PC,7.6
4019,Gears of War 2: All Fronts Collection,X360,7.8
4020,Scribblenauts,DS,7.6
4021,Dead or Alive Ultimate,XB,8.7
4022,NBA Ballers,PS2,8.8
4023,Colin McRae Rally 2005,XB,7.5
4024,Prince of Persia: Warrior Within,XB,7.5
4025,EverQuest II,PC,7.4
4026,Spider-Man 2,XB,8.2
4027,Tony Hawk's Underground 2,XB,7.8
4028,Prince of Persia: Warrior Within,GC,7.8
4029,Dark Age of Camelot: Catacombs,PC,7.3
4030,Colin McRae Rally 2005,PC,7.4
4031,Panzer Corps,PC,7.5
4032,Rocksmith,PS3,8.3
4033,Driver: San Francisco,PC,7.1
4034,Tiger Woods PGA Tour 12: The Masters,X360,6
4035,CAPSIZED,PC,7.2
4036,Sonic CD,PS3,8.4
4037,The King of Fighters XIII,X360,8.2
4038,Sesame Street: Once Upon a Monster,X360,6.9
4039,Dead or Alive: Dimensions,3DS,8.1
4040,Puzzle Dimension,PS3,tbd
4041,Runaway: A Twist of Fate,PC,8.2
4042,Rubik's Puzzle Galaxy: RUSH,Wii,tbd
4043,Sonic's Ultimate Genesis Collection,X360,8.6
4044,Tropico 3,PC,8.1
4045,NHL 2K10,Wii,6.8
4046,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,PC,8
4047,Cuboid,PS3,7.6
4048,"You, Me, and the Cubes",Wii,6.7
4049,Tekken 6,PS3,7.4
4050,Dissidia: Final Fantasy,PSP,8.7
4051,James Bond 007: Everything or Nothing,XB,7.4
4052,Tribes: Vengeance,PC,7.6
4053,Def Jam: Fight for NY,PS2,8.9
4054,Prince of Persia: Warrior Within,PC,8.5
4055,Maximo vs Army of Zin,PS2,8
4056,NBA Ballers,XB,8.1
4057,Karaoke Revolution Volume 3,PS2,7.8
4058,Gradius V,PS2,8.6
4059,Bloodline Champions,PC,7.7
4060,The Legend of Heroes: Trails in the Sky,PSP,8.5
4061,Legends of War: Patton's Campaign,PSP,8.1
4062,Orcs Must Die!,X360,8.1
4063,Dungeons of Dredmor,PC,7.7
4064,Pro Evolution Soccer 2012,Wii,7.2
4065,Rochard,PS3,7.2
4066,Ultimate Marvel vs. Capcom 3,X360,6.4
4067,Catherine,PS3,8.1
4068,Prototype,PS3,7.7
4069,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,PS2,3.2
4070,Bit.Trip Void,Wii,7.9
4071,F.E.A.R. 2: Project Origin,PS3,7.9
4072,Ghostbusters: The Video Game,X360,8.5
4073,King Arthur: The Role-Playing Wargame,PC,7.7
4074,Hasbro Family Game Night: Scrabble,X360,8
4075,MLB 09: The Show,PS2,7.5
4076,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Wii,8.4
4077,X-Men Legends,XB,8
4078,Need for Speed: Underground 2,PC,8.6
4079,Thief: Deadly Shadows,XB,7
4080,MVP Baseball 2004,PC,7.4
4081,Shin Megami Tensei: Nocturne,PS2,5.4
4082,Need for Speed Underground 2,PS2,8.6
4083,Tony Hawk's Underground 2,GC,8.4
4084,Joint Operations: Typhoon Rising,PC,8.7
4085,The Lord of the Rings: The Battle for Middle-Earth,PC,8.6
4086,Driver: San Francisco,PS3,7.6
4087,Monster Tale,DS,7.9
4088,Rage,PC,5.2
4089,Call of Duty: Black Ops - Escalation,X360,5.2
4090,Dragon Age II,X360,4.5
4091,Dead Space: Extraction,PS3,6.8
4092,The Sims 3: Pets,PC,6.1
4093,de Blob 2,Wii,8.1
4094,Mighty Switch Force!,3DS,7.8
4095,Fat Princess,PS3,8.4
4096,Mini Ninjas,Wii,8
4097,Halfbrick Echoes,PSP,6.8
4098,MotorStorm Arctic Edge,PSP,8.6
4099,Prototype,PC,7.8
