,Name,Platform,User_Scoree
6627,Paper Mario: Sticker Star,3DS,5.7
6628,Kingdom Hearts 3D: Dream Drop Distance,3DS,8.5
6629,Awesomenauts,PS3,7.5
6630,Hustle Kings,PSV,7.4
6631,Blacklight: Retribution,PC,7.6
6632,Sonic & All-Stars Racing Transformed,PSV,7.8
6633,I Am Alive,PS3,6.3
6634,Tiger Woods PGA Tour 13,PS3,5.7
6635,DiRT Showdown,PS3,6.4
6636,Akai Katana,X360,8
6637,Zone of the Enders HD Collection,X360,8.1
6638,Syndicate,PS3,6.5
6639,PlayStation All-Stars Battle Royale,PSV,7.5
6640,Iron Brigade,PC,5.3
6641,DiRT Showdown,X360,6.5
6642,escapeVektor,3DS,7.6
6643,The Dark Eye: Chains of Satinav,PC,7.7
6644,Warp,PC,5.8
6645,NightSky,3DS,7.6
6646,Mass Effect 3: Leviathan,PC,6.8
6647,Symphony,PC,7.7
6648,Guardians of Middle-Earth,PS3,7.1
6649,Prototype 2,X360,7
6650,Inazuma Eleven 2: Firestorm,DS,8.1
6651,Resident Evil 6,PS3,5.5
6652,Inazuma Eleven 2: Blizzard,DS,8.1
6653,Frobisher Says!,PSV,7.3
6654,Harvest Moon 3D: A New Beginning,3DS,7.9
6655,Binary Domain,X360,8.1
6656,Deponia,PC,8.2
6657,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,7.1
6658,The Sims 3 Supernatural,PC,6.3
6659,King's Bounty: Warriors of the North,PC,7.1
6660,Incredipede,PC,6.9
6661,Unmechanical,PC,8
6662,Mass Effect 3: Leviathan,X360,6.8
6663,Snapshot,PC,7.3
6664,Devil May Cry HD Collection,PS3,8.6
6665,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,7.2
6666,The Secret World,PC,8.3
6667,Guilty Gear XX Accent Core Plus,X360,6.6
6668,TRI,PC,7.5
6669,Sakura Samurai: Art of the Sword,3DS,7.3
6670,Call of Duty: Black Ops II,PC,4.3
6671,Syndicate,X360,7.2
6672,Just Dance 4,Wii,7.6
6673,Dead or Alive 5,PS3,7.6
6674,Tokyo Jungle,PS3,8.4
6675,Marvel Pinball 3D,3DS,7.7
6676,PlayStation All-Stars Battle Royale,PS3,7.4
6677,Drox Operative,PC,7.6
6678,They Bleed Pixels,PC,7.5
6679,The Testament of Sherlock Holmes,PC,7.9
6680,The House of the Dead 4,PS3,7.8
6681,LittleBigPlanet Karting,PS3,7
6682,The Elder Scrolls V: Skyrim - Dawnguard,X360,7.2
6683,Mario Party 9,Wii,6.8
6684,When Vikings Attack!,PSV,6.9
6685,Ys: The Oath in Felghana,PC,7.9
6686,Alan Wake's American Nightmare,PC,6.7
6687,Driftmoon,PC,7.5
6688,NBA Baller Beats,X360,6.6
6689,Under Defeat HD,PS3,6.7
6690,Scribblenauts Unlimited,WiiU,7.4
6691,The Book of Unwritten Tales: Critter Chronicles,PC,6.8
6692,Battlefield 3: Close Quarters,PC,6.9
6693,Pro Evolution Soccer 2012 3D,3DS,7.6
6694,Hybrid,X360,7.4
6695,Dishonored: Dunwall City Trials,X360,6.5
6696,Grand Slam Tennis 2,PS3,5.4
6697,Worms Revolution,X360,5.9
6698,Birds of Steel,PS3,8
6699,The Sims 3 Seasons,PC,7.4
6700,Dance Dance Revolution Universe,X360,8
6701,NBA Live 08,X360,5.3
6702,Naruto: Ultimate Ninja 2,PS2,7.8
6703,Medal of Honor Heroes 2,Wii,7.6
6704,The Sims 2: Castaway,Wii,7.8
6705,My Spanish Coach,DS,tbd
6706,Medal of Honor: Airborne,X360,6.8
6707,All-Pro Football 2K8,PS3,7.3
6708,Lumines Plus,PS2,tbd
6709,Ultimate Mortal Kombat,DS,8.4
6710,Crash of the Titans,DS,6.6
6711,Prism: Light the Way,DS,tbd
6712,Need for Speed ProStreet,PS3,6.2
6713,Battlestations: Midway,X360,7.1
6714,After Burner: Black Falcon,PSP,6.8
6715,War Front: Turning Point,PC,7.5
6716,Secrets of the Ark: A Broken Sword Game,PC,6
6717,Penumbra: Overture,PC,7.7
6718,NBA Live 08,PS3,6.8
6719,Thrillville: Off the Rails,X360,3.3
6720,Tomb Raider: Anniversary,Wii,7.3
6721,Dragon Ball Z: Budokai Tenkaichi 3,PS2,9
6722,Star Wars Battlefront: Renegade Squadron,PSP,7.9
6723,Dance Dance Revolution Hottest Party,Wii,7.1
6724,Glory Days 2,DS,7.3
6725,Soul Nomad & the World Eaters,PS2,7.9
6726,Nancy Drew: The White Wolf of Icicle Creek,PC,6.4
6727,"Scene It? Lights, Camera, Action",X360,8.1
6728,SingStar Pop,PS2,7.5
6729,Beautiful Katamari,X360,7
6730,NBA Live 08,PSP,6.5
6731,Drawn to Life,DS,7.9
6732,Tony Hawk's Proving Ground,PS3,6.5
6733,F.E.A.R.,PS3,7.5
6734,Brothers In Arms DS,DS,8
6735,UEFA Champions League 2006-2007,X360,8.2
6736,The Bigs,PSP,tbd
6737,Monster Hunter Freedom 2,PSP,8.5
6738,NBA 2K8,PS2,6
6739,Front Mission,DS,7.9
6740,Tony Hawk's Proving Ground,X360,5.5
6741,GripShift,X360,8
6742,LocoRoco Cocoreccho!,PS3,5.6
6743,Dementium: The Ward,DS,7.9
6744,Theme Park,DS,7.6
6745,Mario Party DS,DS,7.8
6746,Blazing Angels 2: Secret Missions of WWII,X360,7.8
6747,Tiger Woods PGA Tour 08,PSP,tbd
6748,Need for Speed ProStreet,X360,7.1
6749,The Sims: Life Stories,PC,7.5
6750,Sherlock Holmes: The Awakened,PC,7.5
6751,Call of Juarez,PC,7.7
6752,Dragon Ball Z: Budokai Tenkaichi 3,Wii,8.5
6753,Blazing Angels 2: Secret Missions of WWII,PC,4.9
6754,UEFA Champions League 2006-2007,PS2,7.5
6755,SOCOM: U.S. Navy SEALs Tactical Strike,PSP,8.2
6756,The Red Star,PS2,8.4
6757,Juiced 2: Hot Import Nights,DS,tbd
6758,Carol Vorderman's Sudoku,PSP,tbd
6759,Halo 2,PC,5.7
6760,Tiger Woods PGA Tour 08,Wii,7
6761,Hexic 2,X360,6.2
6762,Thrillville: Off the Rails,PSP,0.8
6763,Jam Sessions,DS,5.3
6764,Tiger Woods PGA Tour 07,Wii,6.9
6765,Puzzle Quest: Challenge of the Warlords,Wii,6.2
6766,Bee Movie Game,X360,7.1
6767,Mortal Kombat: Armageddon,Wii,8.3
6768,Wild ARMs 5,PS2,7.6
6769,Scarface: The World Is Yours,Wii,8.4
6770,UEFA Champions League 2006-2007,PSP,tbd
6771,UFO: Afterlight,PC,7.6
6772,My Word Coach,DS,6.8
6773,PAIN,PS3,6.3
6774,Brian Lara International Cricket 2007,PC,8.5
6775,The Simpsons Game,PS3,7.5
6776,TouchMaster,DS,5.7
6777,Ontamarama,DS,tbd
6778,Madden NFL 08,DS,8.5
6779,WWE SmackDown vs. Raw 2008,PS2,7.3
6780,Call of Juarez,X360,7
6781,Juiced 2: Hot Import Nights,PS3,7.1
6782,Draglade,DS,7.5
6783,TimeShift,PC,7.5
6784,NHL 2K8,X360,7.4
6785,The Sims 2: Castaway,PS2,7.9
6786,WWE SmackDown vs. Raw 2008,X360,6.9
6787,Super Collapse 3,DS,tbd
6788,flOw,PS3,6.9
6789,Paperboy,X360,6.2
6790,The Simpsons Game,X360,7.7
6791,Ar tonelico: Melody of Elemia,PS2,7.7
6792,Stuntman Ignition,PS2,6.4
6793,Hellgate: London,PC,6.3
6794,Super Swing Golf Season 2,Wii,tbd
6795,Luxor 2,X360,7.2
6796,Nervous Brickdown,DS,7.5
6797,TimeShift,X360,7.9
6798,MX vs. ATV Untamed,X360,6.8
6799,Cooking Mama 2: Dinner With Friends,DS,8
6800,NCAA GameBreaker 2001,PS2,tbd
6801,Toy Story 2: Buzz Lightyear to the Rescue!,DC,6.6
6802,Blair Witch Volume II: The Legend of Coffin Rock,PC,5
6803,Cool Boarders 2001,PS,tbd
6804,Hercules: The Legendary Journeys,N64,7.4
6805,Buzz Lightyear of Star Command,DC,tbd
6806,Blair Witch Volume III: The Elly Kedward Tale,PC,5.2
6807,NCAA Final Four 2001,PS,tbd
6808,Orphen: Scion of Sorcery,PS2,6.2
6809,Sonic Shuffle,DC,7.2
6810,Fighter Destiny 2,N64,6.6
6811,Buzz Lightyear of Star Command,PS,5.6
6812,Real Pool,PS2,tbd
6813,Sydney 2000,DC,tbd
6814,Star Trek: New Worlds,PC,7
6815,Seven Games of the Soul,PC,tbd
6816,007 Racing,PS,4.7
6817,Sydney 2000,PC,4.9
6818,Evil Dead: Hail to the King,PS,6.3
6819,NFL GameDay 2001,PS2,tbd
6820,Action Bass,PS,tbd
6821,Blade,PS,8.7
6822,Army Men: World War,PS,7.1
6823,NCAA Final Four 2001,PS2,tbd
6824,Evil Dead: Hail to the King,DC,6
6825,Carmageddon 3: TDR 2000,PC,7.2
6826,Legend of the North: Konung,PC,5.9
6827,Army Men: Sarge's Heroes 2,PS,7
6828,Freestyle Motocross: McGrath Vs. Pastrana,PS,tbd
6829,Amazons & Aliens,PC,5.2
6830,World Series Baseball 2K1,DC,7.2
6831,Power Spike Pro Beach Volleyball,PS,tbd
6832,Championship Surfer,PC,tbd
6833,BeachHead 2000,PC,7
6834,The Mummy,PC,5.9
6835,Army Men: Sarge's Heroes 2,N64,6.8
6836,Surfing H3O,PS2,4
6837,Squad Leader,PC,tbd
6838,NFL QB Club 2001,DC,tbd
6839,Mike Tyson Boxing,PS,tbd
6840,Danger Girl,PS,5.5
6841,ECW Anarchy Rulz,PS,6.3
6842,Cruis'n Exotica,N64,7.3
6843,Jeremy McGrath Supercross 2000,PS,tbd
6844,ATV: Quad Power Racing,PS,tbd
6845,Rally Challenge 2000,N64,tbd
6846,Timeline,PC,5.8
6847,Freedom: First Resistance,PC,tbd
6848,MTV Sports: Skateboarding featuring Andy Macdonald,PS,tbd
6849,Resident Evil: Survivor,PS,6.5
6850,ECW Anarchy Rulz,DC,tbd
6851,Duke Nukem: Land of the Babes,PS,6.7
6852,Mortal Kombat: Special Forces,PS,2.1
6853,HBO Boxing,PS,4
6854,The Incredible Adventures of Van Helsing,PC,8.2
6855,Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey,PC,7.5
6856,Proteus,PS3,4.8
6857,Inazuma Eleven 3: Bomb Blast,3DS,7.7
6858,rain,PS3,7.9
6859,Max: The Curse of Brotherhood,XOne,7.4
6860,The Inner World,PC,7.7
6861,Phantom Breaker: Battle Grounds,X360,7
6862,Amnesia: A Machine for Pigs,PC,5.9
6863,Disney Castle of Illusion starring Mickey Mouse,PS3,7.3
6864,FORCED,PC,7.7
6865,Cities in Motion 2,PC,7.3
6866,The Cave,PS3,7.7
6867,Open Me!,PSV,7.8
6868,Tetrobot and Co.,PC,7.6
6869,The Cave,WiiU,7.2
6870,Borderlands 2: Sir Hammerlock's Big Game Hunt,X360,6.3
6871,PixelJunk Monsters: Ultimate,PC,7.3
6872,Assassin's Creed IV: Black Flag - Freedom Cry,PS4,6.4
6873,Anarchy Reigns,PS3,8
6874,NES Remix,WiiU,7.2
6875,Surgeon Simulator 2013,PC,5.9
6876,The Typing of the Dead: Overkill,PC,7.7
6877,Disney Infinity,WiiU,7.6
6878,DmC: Devil May Cry - Vergil's Downfall,PS3,4.3
6879,March of the Eagles,PC,6.9
6880,One Piece: Pirate Warriors 2,PS3,7.9
6881,Sid Meier's Ace Patrol,PC,6.6
6882,Hitman HD Trilogy,PS3,7.5
6883,Lilly Looking Through,PC,6.8
6884,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,6.3
6885,Mamorukun Curse!,PS3,7.4
6886,Ikachan,3DS,7.2
6887,Retro City Rampage,X360,7.7
6888,Naruto Powerful Shippuden,3DS,5.9
6889,Warframe,PC,8.3
6890,Call of Duty: Ghosts,PS3,2.6
6891,Doki-Doki Universe,PS4,6.3
6892,Battle Worlds: Kronos,PC,7.1
6893,flOw,PS4,6.6
6894,Deadly Premonition: The Director's Cut,PS3,7.7
6895,Atelier Ayesha: The Alchemist of Dusk,PS3,6.6
6896,Ninja Gaiden 3: Razor's Edge,X360,7.3
6897,The Cave,X360,7.8
6898,Papo & Yo,PC,7.7
6899,Leviathan: Warships,PC,6.5
6900,Halo: Spartan Assault,PC,6.2
6901,BioShock Infinite: Burial at Sea - Episode One,PC,7.7
6902,Castlevania: Lords of Shadow - Mirror of Fate HD,PS3,7.1
6903,Disney DuckTales Remastered,X360,7.1
6904,Tekken Revolution,PS3,6.4
6905,Magrunner: Dark Pulse,PC,7.5
6906,Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer,PC,7
6907,Democracy 3,PC,7.1
6908,Remember Me,X360,7.6
6909,Beyond: Two Souls,PS3,8.1
6910,Call of Duty: Black Ops II - Apocalypse,X360,5.7
6911,Naruto Shippuden: Ultimate Ninja Storm 3,X360,7.6
6912,Inazuma Eleven 3: Lightning Bolt,3DS,6.9
6913,Starpoint Gemini 2,PC,8.4
6914,Project X Zone,3DS,7.4
6915,Retrovirus,PC,6.7
6916,Puddle,WiiU,7.2
6917,Rainbow Moon,PSV,6.4
6918,Enslaved: Odyssey to the West,PC,7.6
6919,Richard & Alice,PC,6.8
6920,Ironclad Tactics,PC,7.2
6921,Broken Sword 5: The Serpents' Curse - Part I,PC,8
6922,Resident Evil 6,PC,6
6923,Foul Play,X360,6
6924,Capcom Arcade Cabinet,PS3,5.4
6925,Poker Night 2,X360,5.8
6926,Foul Play,PC,5.9
6927,Real Boxing,PSV,7.3
6928,The Bureau: XCOM Declassified,PS3,6.8
6929,World of Warplanes,PC,5.3
6930,Brain Age: Concentration Training,3DS,7.8
6931,Thunder Wolves,PC,7.1
6932,Hitman HD Trilogy,X360,7.2
6933,Call of Duty: Black Ops II - Vengeance,X360,3.9
6934,Giana Sisters: Twisted Dreams,X360,7
6935,Shelter,PC,7.2
6936,BioShock Infinite: Clash in the Clouds,X360,5.8
6937,Call of Duty: Ghosts,PC,2.1
6938,Scribblenauts Unmasked: A DC Comics Adventure,3DS,6.2
6939,Blackguards,PC,7.2
6940,DmC: Devil May Cry - Vergil's Downfall,X360,5.3
6941,Zoo Tycoon,XOne,3.1
6942,Cloudberry Kingdom,X360,7
6943,Dynasty Warriors 8,PS3,8.4
6944,Picross e2,3DS,7.1
6945,Earth Defense Force 2017 Portable,PSV,7.6
6946,AiRace Speed,3DS,7.2
6947,Batman: Arkham Origins Blackgate,3DS,6.7
6948,Star Wars Pinball,3DS,5.4
6949,Wii Sports Club,WiiU,7
6950,Tokyo Crash Mobs,3DS,7.4
6951,The Cave 2013,PC,7.6
6952,Alien Breed,PS3,3.8
6953,BioShock Infinite: Burial at Sea - Episode One,X360,7.9
6954,Evidence: The Last Ritual,PC,7.2
6955,Dungeon Siege: Throne of Agony,PSP,8.1
6956,Ankh,PC,7.7
6957,Big Brain Academy,DS,7.5
6958,Need for Speed Carbon,PS2,8.3
6959,Steambot Chronicles,PS2,8.5
6960,Tourist Trophy,PS2,8.6
6961,Dungeons & Dragons Online: Stormreach,PC,7
6962,Power Stone Collection,PSP,6.8
6963,Destroy All Humans! 2,XB,8.5
6964,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,PS2,3.3
6965,Fight Night Round 3,PSP,8.1
6966,Act of War: High Treason,PC,7.5
6967,Need for Speed Carbon,XB,7.3
6968,Caesar IV,PC,7.6
6969,Bomberman,PSP,7
6970,FlatOut 2,PS2,7.7
6971,Tiger Woods PGA Tour 07,PC,5
6972,FlatOut 2,XB,7.2
6973,Just Cause,X360,7.2
6974,Jetpac Refuelled,X360,7.4
6975,Gun Showdown,PSP,7.8
6976,Urban Chaos: Riot Response,PS2,7.7
6977,Scarface: The World Is Yours,PC,7.5
6978,NHL 2K7,PS2,8
6979,AGON: The Mysterious Codex,PC,tbd
6980,Warhammer: Mark of Chaos,PC,7.2
6981,Snoopy vs. the Red Baron,PS2,8.5
6982,Dreamfall: The Longest Journey,XB,8.4
6983,Dance Dance Revolution SuperNOVA,PS2,8.8
6984,Marvel: Ultimate Alliance,Wii,7.3
6985,Metal Slug Anthology,Wii,8
6986,Cars,PC,7.6
6987,Small Arms,X360,7.4
6988,Out of the Park Baseball Manager 2006,PC,tbd
6989,God Hand,PS2,9.1
6990,Mercury Meltdown Remix,PS2,tbd
6991,FIFA 07 Soccer,X360,7.6
6992,College Hoops 2K7,XB,7.5
6993,Need for Speed Carbon: Own the City,PSP,8
6994,Mega Man X Collection,PS2,8.8
6995,Real World Golf,PS2,6.3
6996,Dragon Ball Z: Budokai Tenkaichi 2,PS2,8.6
6997,Contact,DS,8.2
6998,Excite Truck,Wii,8.4
6999,SOCOM: U.S. Navy Seals: Combined Assault,PS2,8.3
7000,Capcom Classics Collection Remixed,PSP,6.3
7001,Urban Chaos: Riot Response,XB,8.3
7002,FIFA World Cup: Germany 2006,PSP,7.3
7003,Thrillville,PSP,2.8
7004,Dragon Ball Z: Budokai Tenkaichi 2,Wii,8.4
7005,Tales of Legendia,PS2,8.1
7006,Disney's Chicken Little: Ace in Action,Wii,tbd
7007,Justice League Heroes,PSP,7.4
7008,Super Dragon Ball Z,PS2,6.4
7009,The Silent Hill Experience,PSP,6.8
7010,Ultimate Ghosts 'n Goblins,PSP,8
7011,NHL 07,PC,4
7012,Wild Earth: Photo Safari,PC,6.7
7013,Naruto: Clash of Ninja,GC,8.1
7014,Dark Messiah of Might and Magic,PC,8.7
7015,Justice League Heroes: The Flash,GBA,7.3
7016,Perimeter: Emperor's Testament,PC,tbd
7017,FIFA World Cup: Germany 2006,X360,6.6
7018,The Godfather,PC,6.2
7019,Bionicle Heroes,DS,6.4
7020,Super Robot Taisen: Original Generation,GBA,8.2
7021,NASCAR 07,XB,7
7022,Auto Assault,PC,8.2
7023,World Tour Soccer 06,PSP,tbd
7024,FIFA 07 Soccer,DS,6.2
7025,Capcom Classics Collection Vol. 2,XB,tbd
7026,Super Swing Golf,Wii,7.8
7027,MX vs. ATV Unleashed,PC,7.3
7028,Electroplankton,DS,7
7029,Kirby: Squeak Squad,DS,7.8
7030,DarkStar One,PC,7.2
7031,Medal of Honor Heroes,PSP,7.9
7032,CMT Presents: Karaoke Revolution Country,PS2,tbd
7033,Marc Ecko's Getting Up: Contents Under Pressure,XB,7.6
7034,Battlefield 2: Euro Force,PC,6.7
7035,Cars,PS2,8.7
7036,Cars,GC,6.7
7037,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,7.7
7038,MotoGP 4,PS2,7.8
7039,Command & Conquer: The First Decade,PC,8.7
7040,Over the Hedge,DS,6.4
7041,FIFA World Cup: Germany 2006,DS,7.2
7042,Full Spectrum Warrior: Ten Hammers,PS2,8
7043,Rogue Trooper,PS2,8.4
7044,Thrillville,XB,1.7
7045,Digimon World DS,DS,7.3
7046,Major League Baseball 2K6,XB,5.7
7047,Rogue Trooper,XB,8.5
7048,Resident Evil: Deadly Silence,DS,8.1
7049,Chromehounds,X360,7
7050,Batman: The Telltale Series - Episode 4: Guardian of Gotham,XOne,5.1
7051,Road to Ballhalla,PC,7.5
7052,Resident Evil 5,XOne,8.1
7053,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PSV,8.2
7054,Raiden V,XOne,7.8
7055,Ittle Dew 2,PS4,6
7056,Shantae and the Pirate's Curse,PS4,7.5
7057,The Little Acre,XOne,8
7058,RIVE,PS4,7.1
7059,Hitman - Intro Pack,PC,3.8
7060,Birth of America,PC,5.7
7061,ParaWorld,PC,8.2
7062,Monster Hunter Freedom,PSP,8.4
7063,Worms: Open Warfare,PSP,6.8
7064,Eragon,GBA,7
7065,Valentino Rossi The Game,PS4,7.5
7066,Push Me Pull You,PS4,6.6
7067,Yomawari: Night Alone,PSV,8.3
7068,Prison Architect,XOne,6.8
7069,"Gremlins, Inc.",PC,5.4
7070,Reus,PS4,2.8
7071,Event[0],PC,6.7
7072,Tropico 5 Penultimate Edition,XOne,6.4
7073,Epistory - Typing Chronicles,PC,7.6
7074,Batman: Arkham VR,PS4,7.2
7075,Slain: Back from Hell,PC,8.4
7076,Call of Duty: Black Ops III - Eclipse,PS4,3.8
7077,Fallout 4: Nuka-World,PC,5.2
7078,Kerbal Space Program,XOne,7
7079,SuperHyperCube,PS4,6
7080,Neverwinter,PS4,7
7081,Grim Legends: The Forsaken Bride,XOne,tbd
7082,I Am Setsuna,PS4,7.4
7083,Not a Hero,PS4,6.4
7084,Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,6.7
7085,Far Cry Primal,PC,5.2
7086,The Turing Test,PC,6.8
7087,Grow Up,XOne,7.3
7088,Layers of Fear,PS4,7.5
7089,Street Fighter V,PC,3.1
7090,Heaven's Hope,PC,6.7
7091,Shadow Complex Remastered,XOne,5.5
7092,Call of Duty: Black Ops III - Awakening,PS4,5.4
7093,Star Fox Guard,WiiU,7.3
7094,Amplitude,PS4,7.2
7095,Yesterday Origins,PC,7.3
7096,Wild Guns Reloaded,PS4,5.9
7097,Attack on Titan,PS4,7
7098,Dead Rising 4,PC,3.7
7099,Anarcute,XOne,7.3
7100,Neon Chrome,PC,7.5
7101,Eagle Flight,PC,6.9
7102,Batman: The Telltale Series - Episode 3: New World Order,PS4,7.1
7103,Blues and Bullets - Episode 2: Shaking The Hive,XOne,4.5
7104,TASTEE: Lethal Tactics,PC,7.3
7105,Disgaea PC,PC,5.9
7106,Headlander,PC,7.7
7107,Neverending Nightmares,PS4,6.9
7108,Mirror's Edge Catalyst,PC,5.1
7109,Virginia,PC,4.9
7110,The Flame in the Flood,XOne,5
7111,Batman: The Telltale Series - Episode 1: Realm of Shadows,PC,6.4
7112,Master of Orion,PC,6.7
7113,Stories: The Path of Destinies,PC,7.2
7114,Fallout 4: Automatron,XOne,5.7
7115,Batman: The Telltale Series - Episode 4: Guardian of Gotham,PS4,6.8
7116,Ladykiller in a Bind,PC,7.4
7117,Super Mario Maker for Nintendo 3DS,3DS,6.3
7118,The Deadly Tower of Monsters,PC,7.7
7119,Black Desert Online,PC,7
7120,Just Dance 2017,XOne,6.6
7121,Just Dance 2017,PS4,6.7
7122,Jotun: Valhalla Edition,XOne,5.7
7123,Batman: The Telltale Series - Episode 4: Guardian of Gotham,PC,6.8
7124,God Eater 2: Rage Burst,PC,6.9
7125,Punch Club,PC,7.1
7126,Livelock,PC,7.6
7127,Lumo,PS4,6
7128,Sega 3D Classics Collection,3DS,7.6
7129,Action Henk,PS4,4.7
7130,Batman: The Telltale Series - Episode 3: New World Order,XOne,7.3
7131,Batman: Return to Arkham,PS4,8.1
7132,Disney Magical World 2,3DS,5.5
7133,Hard Reset Redux,PC,6.5
7134,Dark Souls III: Ashes of Ariandel,PC,7.3
7135,Project X Zone 2,3DS,7.8
7136,Stories: The Path of Destinies,PS4,7.2
7137,Dragon Ball: Xenoverse 2,XOne,7.8
7138,RIVE,PC,6.3
7139,Call of Duty: Infinite Warfare,PC,3.4
7140,StarCraft II: Nova Covert Ops - Mission Pack 1,PC,7.1
7141,Destiny: Rise of Iron,XOne,3.4
7142,Eagle Flight,PS4,7.1
7143,Batman: The Telltale Series - Episode 3: New World Order,PC,7.2
7144,Gears of War: Ultimate Edition for Windows 10,PC,3.5
7145,Warhammer: End Times - Vermintide,PS4,6.3
7146,Assetto Corsa,PS4,6.1
7147,Yesterday Origins,PS4,6.5
7148,Kona,PC,7.6
7149,Poly Bridge,PC,6.9
7150,The Flame in the Flood,PC,5.9
7151,LEGO Harry Potter Collection,PS4,7.3
7152,Project Highrise,PC,7.2
7153,Batman: The Telltale Series - Episode 2: Children of Arkham,PC,7
7154,Attack on Titan 2,PS4,7.2
7155,Another World,NS,7.2
7156,NBA Live 19,XOne,7.7
7157,Omensight,PC,6.8
7158,Pocket Rumble,NS,7.6
7159,Total War: Arena,PC,tbd
7160,Pato Box,NS,7.5
7161,Minit,XOne,5.4
7162,Furi,NS,7.3
7163,Broken Sword 5 - The Serpent's Curse,NS,7.4
7164,The Council - Episode 2: Hide and Seek,XOne,tbd
7165,Sky Force Reloaded,NS,7.5
7166,Lode Runner Legacy,NS,tbd
7167,Overload,PC,7.5
7168,The Alliance Alive,3DS,8.2
7169,Immortal Redneck,NS,7.6
7170,Masters of Anima,PS4,3.9
7171,Railway Empire,PC,6.4
7172,Omensight,PS4,6.9
7173,Shenmue I & II,PS4,8
7174,Tesla vs Lovecraft,NS,7.1
7175,Where the Water Tastes Like Wine,PC,5.2
7176,Masters of Anima,XOne,tbd
7177,Flood of Light,NS,tbd
7178,Jotun: Valhalla Edition,NS,6.8
7179,Nantucket,PC,7.5
7180,Ys: Memories of Celceta,PC,6.7
7181,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,7
7182,Yonder: The Cloud Catcher Chronicles,NS,7.4
7183,Wasteland 2: Director's Cut,NS,7.5
7184,ICEY,NS,7.6
7185,Clustertruck,NS,5.5
7186,Regalia: Of Men and Monarchs - Royal Edition,NS,5.6
7187,The Swords of Ditto,PC,6.7
7188,The Fall Part 2: Unbound,XOne,tbd
7189,Attack on Titan 2,XOne,7.6
7190,Semblance,NS,7.4
7191,Deep Sky Derelicts,PC,tbd
7192,Warriors Orochi 4,PS4,7.2
7193,2064: Read Only Memories INTEGRAL,NS,7.6
7194,Beholder: Complete Edition,XOne,tbd
7195,Dead In Vinland,PC,7.4
7196,LEGO The Incredibles,XOne,7
7197,Paladins: Champions of the Realm,NS,7.5
7198,The Swords of Ditto,PS4,6.6
7199,Bomber Crew,XOne,tbd
7200,Shenmue I & II,XOne,8.1
7201,Phantom Doctrine,PC,7.6
7202,Disc Jam,NS,7.3
7203,Warriors Orochi 4,XOne,7.3
7204,The Gardens Between,PS4,5.5
7205,NBA Live 19,PS4,6.7
7206,A Normal Lost Phone,NS,6
7207,Mothergunship,PC,7.1
7208,Quarantine Circular,PC,7.1
7209,Tesla vs Lovecraft,PC,tbd
7210,Phantom Doctrine,PS4,6.3
7211,Assassin's Creed Origins: The Hidden Ones,PS4,7
7212,Sega Genesis Classics,XOne,6.5
7213,Call of Duty: WWII - The War Machine,PS4,1.4
7214,Apocalipsis,PC,6.5
7215,Shio,PS4,tbd
7216,Cultist Simulator,PC,7.4
7217,State of Mind,XOne,8.1
7218,The Council - Episode 1: The Mad Ones,PC,7.6
7219,Mulaka,XOne,6
7220,Kirby Star Allies,NS,7.3
7221,Shadows: Awakening,PS4,5.3
7222,Starlink: Battle for Atlas,PS4,4.8
7223,The Escapists 2,NS,6.8
7224,Space Hulk: Tactics,PC,6.4
7225,Runner3,NS,7.5
7226,World to the West,NS,7.3
7227,Strange Brigade,PS4,5.2
7228,Surviving Mars,PS4,6.1
7229,Late Shift,NS,6
7230,The Fall Part 2: Unbound,PC,tbd
7231,Monster Prom,PC,7.3
7232,Pure Farming 2018,XOne,7
7233,Old Man's Journey,NS,6.5
7234,Earthlock,NS,7
7235,Mulaka,NS,7.4
7236,Rad Rodgers,PC,6.9
7237,Fist of the North Star: Lost Paradise,PS4,7.9
7238,Immortal Redneck,PS4,6.3
7239,LEGO DC Super-Villains,XOne,8.8
7240,Luigi's Mansion,3DS,8.7
7241,Wizard of Legend,PS4,6.1
7242,Fe,PC,4.7
7243,Stellaris: Apocalypse,PC,7.1
7244,Red Faction: Guerrilla Re-Mars-tered,XOne,4.4
7245,Digimon Story Cyber Sleuth: Hacker's Memory,PS4,7.2
7246,Mushroom Wars 2,NS,7.4
7247,The Golf Club 2019 featuring PGA Tour,PC,4.4
7248,The Fall Part 2: Unbound,NS,7.5
7249,Vampyr,PC,7
7250,NBA 2K Playgrounds 2,PS4,5.9
7251,Burly Men At Sea,NS,4.4
7252,"Warhammer 40,000: Gladius - Relics of War",PC,8
7253,The Adventure Pals,PS4,6.1
7254,MLB 2005,PS2,7.6
7255,FIFA Soccer 2005,GC,8.5
