x,y,Name,Genre,Critic_Score,User_Score,Global_Sales,Year
-2.1727671453729904,0.14516596867756085,Tekken Hybrid,Fighting,4.0,6.8,0.36,2011.0
-1.2885494949214729,-0.02787336696759969,NARC,Shooter,5.5,7.0,0.36,2005.0
-0.8748206440806685,-0.13493212702649737,The Incredibles: Rise of the Underminer,Action,6.1,7.2,0.36,2005.0
1.2416167279336057,-0.7259664619239025,Left 4 Dead 2,Shooter,9.0,8.4,0.36,2009.0
1.0302688870333747,-0.7208464414322295,LocoRoco 2,Platform,8.5,8.5,0.36,2009.0
0.8711975794232226,-0.7230575960056964,Valkyrie Profile: Lenneth,Role-Playing,8.1,8.6,0.36,2006.0
1.0302688870333747,-0.7208464414322295,BlazBlue: Calamity Trigger,Fighting,8.5,8.5,0.36,2009.0
0.8189210461331435,-0.715726420940556,The Wonderful 101,Action,8.0,8.6,0.36,2013.0
-0.03839611143940206,-0.25223092806874164,Assassin's Creed III,Action-Adventure,7.7,7.2,0.36,2012.0
0.3730910316614879,-0.3834943678965272,Spider-Man: Shattered Dimensions,Action,8.2,7.5,0.36,2010.0
0.3529156620022601,-0.6013364858165182,Arc the Lad: Twilight of the Spirits,Role-Playing,7.3,8.4,0.36,2003.0
0.8189210461331435,-0.715726420940556,Mega Man 11,Platform,8.0,8.6,0.36,2018.0
0.7688862205829788,-0.6841905661065282,Trauma Center: Under the Knife,Simulation,8.0,8.5,0.36,2005.0
-1.0784451923857548,-0.03620138867968973,Football Manager Handheld 2010,Sports,6.0,6.9,0.35,2009.0
-1.4264472634969951,0.20875427492739557,Dark Void,Action,6.1,6.1,0.35,2010.0
-0.1964692496741519,-0.23344540409373749,Guitar Hero: Smash Hits,Misc,7.4,7.2,0.35,2009.0
1.0155751022293766,-0.869282521265973,Suikoden V,Role-Playing,7.9,9.1,0.35,2006.0
-1.6012105252865456,0.03711036197171292,Dragon Ball Z: Extreme Butoden,Fighting,5.0,6.9,0.35,2015.0
0.02160371444582097,-0.16595138527874678,NHL 2K10,Sports,8.2,6.8,0.35,2009.0
0.3606389545974044,-0.5077257679613834,EA Sports MMA,Fighting,7.7,8.0,0.35,2010.0
-1.5683021644598847,0.9642193682545932,Persona 2: Eternal Punishment,Role-Playing,8.7,3.1,0.35,2000.0
0.09925628814700878,-0.47106989263568205,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,7.2,8.0,0.35,2009.0
-1.8401761143377993,0.3158130349862934,Transformers: Dark of the Moon,Action,5.5,5.9,0.35,2011.0
-0.49667820297514154,-0.044230275089568644,Def Jam Rapstar,Misc,7.4,6.6,0.35,2010.0
-0.7625442849053657,-0.05598375930164301,Resident Evil: Dead Aim,Shooter,6.7,6.8,0.35,2003.0
0.3106041290472398,-0.4761899131273552,Need for Speed Carbon,Racing,7.7,7.9,0.35,2006.0
-2.497353969709686,0.6531651085219947,Terminator Salvation,Shooter,5.2,4.9,0.35,2009.0
-3.797542178741922,0.909058524457165,Chicken Shoot,Action,3.0,4.6,0.35,2007.0
-1.0605115304664414,0.15743604947141351,MotoGP 08,Racing,6.8,6.1,0.35,2008.0
1.2336480663493494,-0.8017885024509825,Aggressive Inline,Sports,8.7,8.7,0.35,2002.0
0.774367805438209,-0.6147845280202808,NFL Street,Sports,8.3,8.2,0.35,2004.0
1.0200585177092052,-0.8208731617281975,Lunar 2: Eternal Blue Complete,Role-Playing,8.1,8.9,0.35,2000.0
0.9244722820887041,-0.7093920925223657,MLB 06: The Show,Sports,8.3,8.5,0.35,2006.0
-0.1621263783033869,-0.4344140173099808,Over the Hedge,Platform,6.7,8.0,0.35,2006.0
0.502774769663644,-0.6781553729905481,Mini Ninjas,Action,7.4,8.6,0.34,2009.0
-3.3215717942759793,0.91248398695715,Racquet Sports,Sports,4.2,4.3,0.34,2010.0
-0.32244122427805144,-0.4398331731038644,Dynasty Warriors 5 Empires,Action,6.3,8.1,0.34,2006.0
0.20929093958239736,-0.41632620467971554,Battalion Wars 2,Strategy,7.7,7.7,0.34,2007.0
