,Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
5100,5101,Ben 10 Alien Force: Vilgax Attacks,Action,E10,Wii,D3 Publisher,Papaya Studio Corporation,0.0,0.0,0.44,0.25,0.15,0.0,0.04,2009.0
5102,5103,SingStar Queen,Misc,T,PS3,Sony Computer Entertainment,SCEE London Studio,6.8,0.0,0.44,0.11,0.25,0.0,0.07,2009.0
5103,5104,Tetris Axis,Puzzle,E,3DS,Nintendo,Hudson Soft,7.8,0.0,0.44,0.2,0.14,0.06,0.03,2011.0
5104,5105,Story of Seasons,Misc,E10,3DS,Xseed Games,Marvelous,7.7,0.0,0.44,0.0,0.15,0.28,0.01,2015.0
5105,5106,"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,E,GC,THQ,THQ Australia Studios Pty Ltd.,0.0,0.0,0.44,0.34,0.09,0.0,0.01,2005.0
5106,5107,Madden NFL 12,Sports,E,Wii,EA Sports,EA Tiburon,7.0,0.0,0.44,0.41,0.0,0.0,0.03,2011.0
5107,5108,Super Robot Taisen OG: Original Generations,Strategy,NP,PS2,Banpresto,Banpresto,0.0,0.0,0.44,0.0,0.0,0.44,0.0,2007.0
5108,5109,Army Men World War: Final Front,Action,T,PS,3DO,3DO,0.0,0.0,0.44,0.24,0.17,0.0,0.03,2001.0
5109,5110,Samurai Warriors 3,Action,T,Wii,Nintendo,Omega Force,5.1,0.0,0.44,0.09,0.02,0.32,0.01,2010.0
5110,5111,Spider-Man: Shattered Dimensions,Action,T,PS3,Activision,Beenox Studios,0.0,0.0,0.44,0.26,0.13,0.0,0.05,2010.0
5111,5112,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,E,PSP,Konami,Konami,7.0,0.0,0.44,0.19,0.07,0.12,0.05,2009.0
5112,5113,Sid Meier's Civilization VI,Strategy,E10,PC,2K Games,Firaxis Games,0.0,0.0,0.44,0.12,0.29,0.0,0.03,2016.0
5113,5114,MX Unleashed,Racing,E,XB,THQ,Rainbow Studios,0.0,0.0,0.44,0.34,0.08,0.0,0.02,2004.0
5114,5115,Puppy Luv: Spa and Resort,Simulation,E,DS,Activision,Humagade,0.0,0.0,0.44,0.4,0.0,0.0,0.03,2007.0
5115,5116,Jikkyou Powerful Pro Yakyuu 9,Sports,NP,PS2,Konami,Diamond Head,0.0,0.0,0.44,0.0,0.0,0.44,0.0,2002.0
5116,5117,Grind Session,Sports,E,PS,Sony Computer Entertainment,Shaba Games,0.0,0.0,0.44,0.24,0.17,0.0,0.03,2000.0
5117,5118,Naruto: Gekitou Ninja Taisen! 3,Fighting,NP,GC,Tomy Corporation,Eighting/Raizing,0.0,0.0,0.44,0.0,0.0,0.43,0.01,2004.0
5118,5119,Wario World,Platform,E,GC,Nintendo,"Treasure Co., Ltd.",7.5,0.0,0.44,0.34,0.09,0.0,0.01,2003.0
5119,5120,Thrillville: Off the Rails,Strategy,E10,Wii,LucasArts,Frontier Developments,0.0,0.0,0.44,0.38,0.02,0.0,0.03,2007.0
5120,5121,2014 FIFA World Cup Brazil,Sports,E,X360,EA Sports,EA Canada,7.3,0.0,0.44,0.15,0.25,0.0,0.03,2014.0
5121,5122,Crash: Mind Over Mutant,Platform,E10,Wii,Activision,Radical Entertainment,7.5,0.0,0.44,0.35,0.06,0.0,0.03,2008.0
5122,5123,Scooby-Doo! Mystery Mayhem,Action,E,GBA,THQ,Artificial Mind and Movement,0.0,0.0,0.44,0.31,0.12,0.0,0.01,2003.0
5123,5124,Super Breakout,Puzzle,NP,2600,Atari,Atari,0.0,0.0,0.44,0.41,0.03,0.0,0.0,1978.0
5124,5125,Eternal Sonata,Role-Playing,T,PS3,Namco Bandai,Tri-Crescendo,8.3,0.0,0.44,0.19,0.12,0.07,0.05,2008.0
5126,5127,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc,NP,PS2,Namco,Namco,0.0,0.0,0.44,0.0,0.0,0.44,0.0,2003.0
5127,5128,Hyperdimension Neptunia,Role-Playing,T,PS3,NIS America,Compile Heart,5.3,0.0,0.44,0.22,0.1,0.07,0.04,2011.0
5128,5129,Food Network: Cook or Be Cooked,Misc,E,Wii,Namco Bandai,Red Fly Studio,0.0,0.0,0.44,0.41,0.0,0.0,0.03,2009.0
5129,5130,Walk it Out!,Sports,E10,Wii,Konami,Konami,0.0,0.0,0.44,0.35,0.06,0.0,0.03,2010.0
5130,5131,TimeSplitters 2,Shooter,T,GC,Eidos Interactive,Free Radical Design,0.0,0.0,0.44,0.34,0.09,0.0,0.01,2002.0
5131,5132,Robert Ludlum's The Bourne Conspiracy,Action,T,X360,Sierra Entertainment,High Moon Studios,0.0,0.0,0.44,0.26,0.13,0.0,0.04,2008.0
5132,5133,Battlebots: Design & Destroy,Action,E,GBA,Majesco,Cave Barn,4.0,0.0,0.44,0.31,0.12,0.0,0.01,2003.0
5133,5134,Wheel of Fortune,Misc,E,DS,THQ,"Pipeworks Software, Inc.",0.0,0.0,0.44,0.41,0.0,0.0,0.03,2010.0
5134,5135,Need for Speed: Shift 2 Unleashed,Racing,E10,X360,Electronic Arts,Slightly Mad Studios,8.5,0.0,0.44,0.18,0.21,0.0,0.05,2011.0
5135,5136,Eternal Darkness: Sanity's Requiem,Adventure,M,GC,Nintendo,Silicon Knights,9.3,0.0,0.44,0.34,0.09,0.0,0.01,2002.0
5136,5137,Karaoke Revolution,Misc,T,Wii,Konami,Blitz Games,0.0,0.0,0.44,0.24,0.16,0.0,0.04,2009.0
5137,5138,Star Wars The Clone Wars: Republic Heroes,Action,T,PS3,LucasArts,Krome Studios,0.0,0.0,0.44,0.19,0.18,0.0,0.07,2009.0
5138,5139,Power Rangers: S.P.D.,Action,E10,GBA,THQ,Natsume,0.0,0.0,0.44,0.31,0.12,0.0,0.01,2005.0
5139,5140,Jump Start Pet Rescue,Misc,EC,Wii,Knowledge Adventure,Knowledge Adventure Inc.,0.0,0.0,0.44,0.41,0.0,0.0,0.03,2009.0
5140,5141,Child of Eden,Shooter,E10,X360,Ubisoft,Q Entertainment,8.3,0.0,0.44,0.28,0.12,0.0,0.04,2011.0
5141,5142,Naruto: Ultimate Ninja 3 (US sales),Fighting,T,PS2,Namco Bandai,CyberConnect2,0.0,0.0,0.44,0.36,0.01,0.0,0.06,2008.0
5142,5143,The Darkness,Shooter,M,X360,2K Games,Starbreeze,8.3,0.0,0.44,0.36,0.04,0.01,0.03,2007.0
5143,5144,Resistance: Burning Skies,Shooter,RP,PSV,Sony Computer Entertainment,Nihilistic Software,0.0,0.0,0.44,0.18,0.16,0.02,0.08,2012.0
5144,5145,SingStar Motown,Misc,RP,PS2,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.44,0.0,0.06,0.0,0.38,2009.0
5145,5146,Naughty Bear,Action,T,PS3,505 Games,Artificial Mind and Movement,4.5,0.0,0.44,0.18,0.18,0.0,0.07,2010.0
5146,5147,Metro: Last Light,Shooter,M,PS3,Deep Silver,4a-games,0.0,0.0,0.44,0.14,0.21,0.03,0.07,2013.0
5147,5148,Neon Genesis Evangelion,Adventure,NP,SAT,Sega,Gainax,0.0,0.0,0.44,0.0,0.0,0.44,0.0,1996.0
5148,5149,Mobile Suit Gundam: One Year War,Action,NP,PS2,Bandai,Namco,0.0,0.0,0.44,0.0,0.0,0.44,0.0,2005.0
5149,5150,Tongari Boushi to Mahou no Otana,Simulation,NP,DS,Konami,Konami,0.0,0.0,0.44,0.0,0.0,0.44,0.0,2010.0
5150,5151,God Eater 2: Rage Burst,Role-Playing,T,PSV,Namco Bandai Games,Namco Bandai Games,0.0,0.0,0.44,0.0,0.05,0.38,0.01,2016.0
5151,5152,NFL Blitz 20-03,Sports,E,PS2,Midway Games,Point of View,0.0,0.0,0.44,0.21,0.17,0.0,0.06,2002.0
5152,5153,SpongeBob's Atlantis SquarePantis,Adventure,E,PS2,THQ,Blitz Games,0.0,0.0,0.44,0.36,0.01,0.0,0.06,2007.0
5153,5154,Nicktoons: Attack of the Toybots,Platform,E,Wii,THQ,Blue Tongue Entertainment,0.0,0.0,0.44,0.4,0.0,0.0,0.03,2007.0
5154,5155,LEGO DC Super-Villains,Action-Adventure,NP,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,7.8,0.0,0.44,0.28,0.12,0.0,0.04,2018.0
5155,5156,Remington Great American Bird Hunt,Sports,T,Wii,Mastiff,Kouyousha,0.0,0.0,0.44,0.41,0.0,0.0,0.03,2009.0
5156,5157,Star Wars: Jedi Starfighter,Simulation,T,XB,LucasArts,Secret Level,0.0,0.0,0.44,0.35,0.07,0.0,0.02,2002.0
5157,5158,Classic NES Series: Metroid,Adventure,NP,GBA,Nintendo,Nintendo,0.0,0.0,0.43,0.26,0.1,0.07,0.01,2004.0
5158,5159,Master of Illusion,Puzzle,E,DS,Nintendo,Tenyo,0.0,0.0,0.43,0.16,0.0,0.26,0.01,2007.0
5159,5160,Primal,Action,M,PS2,Sony Computer Entertainment,SCEE Cambridge,7.1,0.0,0.43,0.21,0.17,0.0,0.06,2003.0
5160,5161,Madden NFL 2002,Sports,E,N64,EA Sports,BudCat Games,0.0,0.0,0.43,0.41,0.02,0.0,0.0,2001.0
5161,5162,Need for Speed Underground 2,Racing,E,GBA,Electronic Arts,Pocketeers,0.0,0.0,0.43,0.31,0.12,0.0,0.01,2004.0
5162,5163,007: Quantum of Solace,Shooter,T,PS2,Activision,Treyarch,7.8,0.0,0.43,0.17,0.0,0.0,0.26,2008.0
5163,5164,Skylanders Imaginators,Platform,E10,PS4,Activision,Toys for Bob,0.0,0.0,0.43,0.18,0.18,0.0,0.07,2016.0
5164,5165,Trials Fusion,Misc,NP,PS4,Ubisoft,Unknown,0.0,0.0,0.43,0.13,0.23,0.01,0.07,2014.0
5165,5166,Spec Ops: Covert Assault,Shooter,T,PS,Take-Two Interactive,Runecraft,0.0,0.0,0.43,0.24,0.16,0.0,0.03,2001.0
5166,5167,Nicktoons Unite!,Action,E,GBA,THQ,Climax Group,0.0,0.0,0.43,0.31,0.12,0.0,0.01,2005.0
5167,5168,SSX Tricky,Sports,E,XB,EA Sports BIG,EA Canada,0.0,0.0,0.43,0.32,0.09,0.0,0.02,2001.0
5169,5170,Skylanders: SuperChargers,Action-Adventure,E10,PS3,Activision,Vicarious Visions,0.0,0.0,0.43,0.2,0.16,0.0,0.07,2015.0
5170,5171,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,T,PS2,Buena Vista,Traveller's Tales,0.0,0.0,0.43,0.36,0.01,0.0,0.06,2005.0
5171,5172,My Spanish Coach,Misc,E,DS,Ubisoft,Sensory Sweep Studios,0.0,0.0,0.43,0.4,0.0,0.0,0.03,2007.0
5173,5174,NiGHTS into dreams...,Platform,E,SAT,Sega,Sonic Team,9.1,0.0,0.43,0.0,0.0,0.43,0.0,1996.0
5174,5175,Dragon Ball Z: Shin Budokai - Another Road,Fighting,T,PSP,Atari,Dimps Corporation,7.2,0.0,0.43,0.19,0.09,0.08,0.07,2007.0
5175,5176,Crash: Mind Over Mutant,Platform,E10,PSP,Activision,Virtuos,4.8,0.0,0.43,0.11,0.21,0.0,0.11,2008.0
5176,5177,NCAA Football 2004,Sports,E,XB,EA Sports,EA Tiburon,0.0,0.0,0.43,0.4,0.02,0.0,0.02,2003.0
5177,5178,DanceStar Party,Misc,NP,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.43,0.0,0.34,0.0,0.09,2011.0
5178,5179,Bionicle,Platform,E,PS2,Electronic Arts,Argonaut Games,0.0,0.0,0.43,0.21,0.17,0.0,0.06,2003.0
5179,5180,MLB 2002,Sports,E,PS,Sony Computer Entertainment,989 Sports,0.0,0.0,0.43,0.24,0.16,0.0,0.03,2001.0
5180,5181,MLB 14 The Show,Sports,E,PS3,Sony Computer Entertainment America,SCE San Diego Studio,8.2,0.0,0.43,0.35,0.0,0.0,0.08,2014.0
5181,5182,TimeSplitters,Shooter,T,PS2,Eidos Interactive,Free Radical Design,0.0,0.0,0.43,0.21,0.17,0.0,0.06,2000.0
5182,5183,Barnstorming,Action,NP,2600,Activision,Activision,0.0,0.0,0.43,0.4,0.02,0.0,0.0,1982.0
5183,5184,InuYasha: The Secret of the Cursed Mask,Role-Playing,T,PS2,Bandai,Kamui,0.0,0.0,0.43,0.21,0.17,0.0,0.06,2004.0
5184,5185,Barbie: Groom and Glam Pups,Action,E,DS,THQ,THQ,0.0,0.0,0.43,0.25,0.14,0.0,0.04,2010.0
5185,5186,The Powerpuff Girls: Him and Seek,Platform,E,GBA,BAM! Entertainment,Vicarious Visions,0.0,0.0,0.43,0.31,0.11,0.0,0.01,2002.0
5186,5187,Mega Man Zero 2,Platform,E,GBA,Capcom,Inti Creates,0.0,0.0,0.43,0.18,0.07,0.17,0.01,2003.0
5187,5188,Just Dance 2017,Music,E10,WiiU,Ubisoft,Ubisoft Paris,0.0,0.0,0.43,0.19,0.21,0.0,0.04,2016.0
5188,5189,Wonder Project J: Kikai no Shonen Pino,Simulation,NP,SNES,Enix,Almanic Corp.,0.0,0.0,0.43,0.0,0.0,0.43,0.0,1994.0
5190,5191,NBA 2K13,Sports,E,Wii,2K Sports,Visual Concepts,0.0,0.0,0.43,0.36,0.03,0.0,0.04,2012.0
5191,5192,OkamiDen,Adventure,E10,DS,Capcom,Capcom,8.3,0.0,0.43,0.21,0.07,0.13,0.02,2011.0
5192,5193,The Fairly Odd Parents: Game Boy Advance Video Volume 1,Misc,NP,GBA,Majesco,Majesco Games,0.0,0.0,0.43,0.31,0.11,0.0,0.01,2004.0
5193,5194,Rocksmith 2014,Music,T,XOne,Ubisoft,Ubisoft San Francisco,9.0,0.0,0.43,0.31,0.08,0.0,0.04,2016.0
5194,5195,TouchMaster 3,Puzzle,E,DS,Warner Bros. Interactive,Midway Studios San Diego,0.0,0.0,0.43,0.29,0.11,0.0,0.04,2009.0
5195,5196,Dora the Explorer: Dora Puppy,Misc,E,DS,2K Play,Take-Two Interactive,0.0,0.0,0.43,0.39,0.01,0.0,0.03,2009.0
5196,5197,Alpha Protocol,Role-Playing,M,PS3,Sega,Obsidian Entertainment,0.0,0.0,0.43,0.19,0.17,0.0,0.07,2010.0
5197,5198,Ghostbusters: The Video Game,Action,E10,PS2,Atari,Red Fly Studio,0.0,0.0,0.43,0.15,0.04,0.0,0.24,2009.0
5198,5199,Hunter: The Reckoning Wayward,Action,M,PS2,VU Games,High Voltage Software,0.0,0.0,0.43,0.21,0.16,0.0,0.06,2003.0
5199,5200,Mischief Makers,Platform,E,N64,Nintendo,"Treasure Co., Ltd.",6.5,0.0,0.43,0.25,0.06,0.07,0.06,1997.0
5200,5201,WipEout 64,Racing,E,N64,Midway Games,Psygnosis,0.0,0.0,0.43,0.28,0.14,0.0,0.01,1998.0
5201,5202,"Barbie: Jet, Set & Style!",Misc,E,DS,THQ,THQ,0.0,0.0,0.43,0.34,0.05,0.0,0.04,2011.0
5202,5203,Castlevania: Dawn of Sorrow,Platform,T,DS,Konami,Konami,8.9,0.0,0.43,0.34,0.03,0.03,0.03,2005.0
5203,5204,Deer Drive,Sports,T,DS,Mastiff,SCS Software,0.0,0.0,0.43,0.4,0.0,0.0,0.03,2010.0
5204,5205,Petz Bunnyz,Simulation,E,DS,Ubisoft,Ubisoft,0.0,0.0,0.43,0.39,0.01,0.0,0.03,2008.0
5205,5206,EyeToy: AntiGrav,Sports,E,PS2,Sony Computer Entertainment,Harmonix Music Systems,0.0,0.0,0.43,0.36,0.01,0.0,0.06,2004.0
5206,5207,EverQuest Online Adventures,Role-Playing,T,PS2,Sony Online Entertainment,Sony Online Entertainment,0.0,0.0,0.43,0.21,0.16,0.0,0.05,2003.0
5207,5208,NBA 2K18,Sports,E10,NS,2K Sports,Visual Concepts,7.5,0.0,0.43,0.3,0.06,0.03,0.04,2017.0
5208,5209,Asura's Wrath,Action,T,PS3,Capcom,CyberConnect2,0.0,8.3,0.43,0.2,0.12,0.06,0.05,2012.0
5209,5210,Doom (2016),Shooter,M,NS,Bethesda Softworks,id Software,8.2,9.1,0.43,0.24,0.15,0.01,0.04,2017.0
5210,5211,Cool Boarders,Sports,E,PS,Sony Computer Entertainment,UEP Systems,0.0,0.0,0.43,0.1,0.07,0.24,0.03,1996.0
5211,5212,NHL 19,Sports,NP,PS4,EA Sports,EA Canada,0.0,0.0,0.43,0.26,0.09,0.0,0.08,2018.0
5212,5213,Mobile Suit Gundam: Zeonic Front,Simulation,T,PS2,Bandai,Sunrise Interactive,0.0,0.0,0.43,0.09,0.07,0.25,0.02,2002.0
5213,5214,Tales of the World: Radiant Mythology,Role-Playing,T,PSP,Namco Bandai,Alfa System,7.0,0.0,0.43,0.17,0.01,0.23,0.02,2007.0
5214,5215,Atelier Totori: The Adventurer of Arland,Role-Playing,T,PS3,NIS America,Gust,7.8,0.0,0.43,0.12,0.07,0.21,0.03,2011.0
5215,5216,Monopoly,Misc,E,PS2,Electronic Arts,EA Bright Light,0.0,0.0,0.43,0.21,0.16,0.0,0.05,2008.0
5216,5217,Dawn of Mana,Role-Playing,T,PS2,Square Enix,Square Enix,6.3,0.0,0.43,0.07,0.05,0.29,0.02,2007.0
5217,5218,Disney Sing It,Misc,E,X360,Disney Interactive Studios,Zoe Mode,0.0,0.0,0.43,0.39,0.01,0.0,0.03,2008.0
5218,5219,Petz: Horsez 2,Simulation,E,DS,Ubisoft,Ubisoft,0.0,0.0,0.43,0.39,0.0,0.0,0.03,2007.0
5219,5220,Madden NFL 2003,Sports,E,GC,EA Sports,EA Tiburon,9.1,0.0,0.43,0.33,0.09,0.0,0.01,2002.0
5220,5221,Backyard Baseball,Sports,E,GBA,Atari,Game Brains,0.0,0.0,0.43,0.31,0.11,0.0,0.01,2002.0
5221,5222,Destiny: The Taken King,Shooter,T,PS3,Activision,Bungie,0.0,0.0,0.43,0.21,0.12,0.03,0.07,2015.0
5222,5223,Midway Arcade Treasures,Misc,T,XB,Midway Games,Digital Eclipse,0.0,0.0,0.43,0.33,0.08,0.0,0.01,2003.0
5223,5224,Sniper Elite III,Shooter,M,XOne,505 Games,Rebellion Developments,0.0,0.0,0.43,0.27,0.12,0.0,0.04,2014.0
5224,5225,Def Jam Icon,Action,M,PS3,Electronic Arts,Unknown,6.6,0.0,0.43,0.16,0.19,0.0,0.07,2007.0
5226,5227,Bakugan: Battle Brawlers,Action,E,PS2,Activision,MTO,0.0,0.0,0.43,0.21,0.16,0.0,0.05,2009.0
5227,5228,NHL FaceOff 99,Sports,E,PS,989 Studios,Killer Game,0.0,0.0,0.43,0.24,0.16,0.0,0.03,1998.0
5228,5229,SEGA Classics Collection,Misc,T,PS2,Sega,Sega,0.0,0.0,0.43,0.21,0.16,0.0,0.05,2005.0
5229,5230,LEGO Marvel's Avengers,Action,E10,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,0.0,0.43,0.13,0.23,0.0,0.07,2016.0
5230,5231,Sin and Punishment: Star Successor,Shooter,T,Wii,Nintendo,"Treasure Co., Ltd.",8.4,0.0,0.43,0.19,0.14,0.06,0.03,2010.0
5231,5232,Ben 10 Alien Force: Vilgax Attacks,Action,E10,PSP,D3 Publisher,1st Playable Productions,0.0,0.0,0.43,0.13,0.19,0.0,0.11,2009.0
5232,5233,Naruto: Ninja Council 3,Action,E10,DS,D3 Publisher,Aspect,0.0,0.0,0.42,0.39,0.0,0.0,0.03,2007.0
5234,5235,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy,NP,PSP,Banpresto,Banpresto,0.0,0.0,0.42,0.0,0.0,0.42,0.0,2011.0
5235,5236,Neon Genesis Evangelion 2nd Impression,Role-Playing,NP,SAT,Sega,Sega,0.0,0.0,0.42,0.0,0.0,0.42,0.0,1997.0
5236,5237,NBA Street,Sports,E,GC,EA Sports BIG,NuFX,0.0,0.0,0.42,0.33,0.09,0.0,0.01,2002.0
5237,5238,Hello Neighbor,Action,E10,XOne,Gearbox Software,Dynamic Pixels,0.0,0.0,0.42,0.27,0.11,0.0,0.04,2017.0
5238,5239,Juiced: Eliminator,Racing,T,PSP,THQ,Juice Games,6.6,0.0,0.42,0.11,0.2,0.0,0.12,2006.0
5239,5240,The Legend of Spyro: The Eternal Night,Platform,E10,PS2,Sierra Entertainment,Krome Studios,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2007.0
5240,5241,Mega Man Battle Network,Role-Playing,E,GBA,Capcom,Capcom,0.0,0.0,0.42,0.14,0.05,0.22,0.01,2001.0
5241,5242,Pirates of the Caribbean: At World's End,Action,T,PSP,Disney Interactive Studios,Eurocom Entertainment Software,6.0,0.0,0.42,0.15,0.17,0.0,0.1,2007.0
5242,5243,25 To Life,Shooter,M,PS2,Eidos Interactive,Avalanche Software / Ritual Entertainment,0.0,0.0,0.42,0.35,0.01,0.0,0.06,2006.0
5243,5244,NHL 2K6,Sports,E10,PS2,2K Sports,Kush Games,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2005.0
5244,5245,Saints Row IV: Re-Elected,Action,M,PS4,Deep Silver,Volition Inc.,0.0,0.0,0.42,0.15,0.18,0.03,0.06,2015.0
5245,5246,Medal of Honor: Rising Sun,Shooter,T,GC,Electronic Arts,EA Los Angeles,6.6,0.0,0.42,0.33,0.09,0.0,0.01,2003.0
5246,5247,2010 FIFA World Cup South Africa,Sports,E,Wii,EA Sports,EA Canada,6.8,0.0,0.42,0.23,0.15,0.01,0.04,2010.0
5247,5248,The Sims,Simulation,T,XB,Electronic Arts,Maxis,0.0,0.0,0.42,0.31,0.1,0.0,0.01,2003.0
5248,5249,Fossil Fighters: Frontier,Role-Playing,E10,3DS,Nintendo,Spike Chunsoft,0.0,0.0,0.42,0.13,0.04,0.23,0.02,2015.0
5249,5250,Dog's Life,Adventure,T,PS2,Hip Interactive,Frontier Developments,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2004.0
5250,5251,Ben 10 Alien Force: Vilgax Attacks,Action,E,DS,D3 Publisher,1st Playable Productions,0.0,0.0,0.42,0.22,0.16,0.0,0.04,2009.0
5251,5252,The X Files,Adventure,T,PS,Fox Interactive,HyperBole Studios,0.0,0.0,0.42,0.24,0.16,0.0,0.03,1999.0
5252,5253,Super Wagyan Land,Action,NP,SNES,Namco,Namco,0.0,0.0,0.42,0.0,0.0,0.42,0.0,1991.0
5253,5254,Rascal,Action,E,PS,Sony Computer Entertainment,Traveller's Tales,0.0,0.0,0.42,0.24,0.16,0.0,0.03,1998.0
5254,5255,Tony Hawk's American Wasteland,Sports,T,GC,Activision,Neversoft Entertainment,8.4,0.0,0.42,0.33,0.08,0.0,0.01,2005.0
5255,5256,Command & Conquer 3: Tiberium Wars,Strategy,T,X360,Electronic Arts,EA Los Angeles,7.6,0.0,0.42,0.35,0.04,0.0,0.03,2007.0
5256,5257,Famicom Mini: Super Mario Bros. 2,Platform,NP,GBA,Nintendo,Nintendo EAD,0.0,0.0,0.42,0.0,0.0,0.41,0.01,2004.0
5257,5258,Ragnarok Odyssey,Role-Playing,NP,PSV,Xseed Games,Game Arts,0.0,0.0,0.42,0.2,0.01,0.16,0.05,2012.0
5258,5259,TRON: Evolution,Action,T,PS3,Disney Interactive Studios,Propaganda Games,0.0,0.0,0.42,0.27,0.1,0.0,0.05,2010.0
5260,5261,Colony Wars,Simulation,E,PS,Psygnosis,Psygnosis,8.8,0.0,0.42,0.24,0.16,0.0,0.03,1997.0
5261,5262,All-Star Baseball 2004,Sports,E,PS2,Acclaim Entertainment,Acclaim Entertainment,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2003.0
5262,5263,Big Strike Bowling,Sports,NP,PS,Take-Two Interactive,Coresoft,0.0,0.0,0.42,0.23,0.16,0.0,0.03,2003.0
5263,5264,NBA 2K11,Sports,E,PSP,2K Sports,Visual Concepts,0.0,0.0,0.42,0.39,0.0,0.0,0.03,2010.0
5264,5265,NASCAR Thunder 2002,Racing,E,PS,EA Sports,EA Black Box,0.0,0.0,0.42,0.23,0.16,0.0,0.03,2001.0
5265,5266,Grandia,Role-Playing,NP,SAT,ESP,Game Arts,8.7,0.0,0.42,0.0,0.0,0.42,0.0,1997.0
5266,5267,ESPN NHL 2K5,Sports,E,XB,Sega,Kush Games,0.0,0.0,0.42,0.32,0.09,0.0,0.02,2004.0
5268,5269,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc,E,GBA,Konami,Konami,0.0,0.0,0.42,0.3,0.11,0.0,0.01,2005.0
5269,5270,Hot Wheels World Race,Racing,E,PS2,THQ,Climax Group,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2003.0
5270,5271,Avatar: The Last Airbender - The Burning Earth,Action,E10,PS2,THQ,THQ Australia,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2007.0
5271,5272,Guitar Hero: Smash Hits,Misc,T,X360,Activision,Neversoft Entertainment,7.1,0.0,0.42,0.23,0.15,0.0,0.04,2009.0
5272,5273,Superman: Shadow of Apokolips,Action,E,PS2,Atari,Infogrames,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2002.0
5273,5274,Just Dance: Summer Party,Misc,E10,Wii,Ubisoft,Ubisoft Paris,0.0,0.0,0.42,0.4,0.0,0.0,0.03,2011.0
5274,5275,Horsez,Simulation,E,DS,Ubisoft,MTO,4.0,0.0,0.42,0.38,0.01,0.0,0.03,2006.0
5275,5276,NASCAR Kart Racing,Racing,E,Wii,EA Sports,Electronic Arts North Carolina,0.0,0.0,0.42,0.39,0.0,0.0,0.03,2009.0
5276,5277,American Chopper,Racing,T,PS2,Activision,Creat Studio,0.0,0.0,0.42,0.35,0.01,0.0,0.06,2004.0
5277,5278,Star Wars Trilogy: Apprentice of the Force,Action,E,GBA,Ubisoft,LucasArts,0.0,0.0,0.42,0.3,0.11,0.0,0.01,2004.0
5278,5279,LEGO Rock Band,Misc,E10,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.4,0.0,0.42,0.24,0.12,0.0,0.06,2009.0
5279,5280,Lemony Snicket's A Series of Unfortunate Events,Platform,E,GBA,Activision,Griptonite Games,0.0,0.0,0.42,0.3,0.11,0.0,0.01,2004.0
5280,5281,JGTC: All-Japan Grand Touring Car Championship,Racing,NP,PS,TYO,TYO,0.0,0.0,0.42,0.23,0.16,0.0,0.03,1998.0
5281,5282,Arc the Lad III,Role-Playing,NP,PS,Sony Computer Entertainment,ARC Entertainment,0.0,0.0,0.42,0.0,0.0,0.39,0.03,1999.0
5282,5283,Petz: Horsez 2,Simulation,E,Wii,Ubisoft,Ubisoft,0.0,0.0,0.42,0.39,0.0,0.0,0.03,2007.0
5283,5284,NHL 15,Sports,E10,XOne,EA Sports,EA Canada,0.0,0.0,0.42,0.32,0.06,0.0,0.04,2014.0
5284,5285,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,NP,PSP,Namco Bandai,Banpresto,0.0,0.0,0.42,0.0,0.0,0.42,0.0,2008.0
5285,5286,Test Drive,Racing,T,XB,Atari,Pitbull Syndicate,0.0,0.0,0.42,0.35,0.05,0.0,0.02,2002.0
5286,5287,SpongeBob's Truth or Square (US sales),Action,E,DS,THQ,Heavy Iron Studios,0.0,0.0,0.42,0.42,0.0,0.0,0.0,2009.0
5287,5288,How to Train Your Dragon,Action,E10,Wii,Activision,Etranges Libellules,6.6,0.0,0.42,0.23,0.15,0.0,0.04,2010.0
5288,5289,Jikkyou Powerful Pro Yakyuu 11,Sports,NP,PS2,Konami,Diamond Head,0.0,0.0,0.42,0.0,0.0,0.42,0.0,2004.0
5289,5290,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,E,PS2,THQ,Krome Studios,0.0,0.0,0.42,0.21,0.16,0.0,0.05,2003.0
